# Sensor: Rotor
# Record count: 6987
# Storage mode: Memory
# Datetime of save: 2026-03-04T12:23:03
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	-359.44 [0.05s]	-499.222 [0.05s]	106.504 [0.05s]	6.87549 [0s]	0 [0s]	0 [0s]	-4.5973 [0.05s]	10.8976 [0.05s]	-0.573405 [0.05s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	2.06265 [0s]	0 [0s]	-2.00907 [234.25s]	-12.8556 [225.9s]	-1.31019 [74.8s]	-5.20822 [269.6s]	-2.00907 [234.25s]	-1.31019 [74.8s]	-23.0503 [2.85s]	0 [0s]	0 [0s]	0 [0s]	-8.57268e+06 [204.7s]
Max	6951.11 [224.5s]	9654.32 [224.5s]	1089.52 [224.5s]	6.87549 [0s]	22.7803 [269.6s]	0 [0s]	88.9059 [224.5s]	111.481 [224.5s]	11.0889 [224.5s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.883 [279.3s]	2.06265 [0s]	12.8682 [225.9s]	2.56159 [2.85s]	0 [0s]	1.62261 [150.75s]	4.8556 [225.9s]	2.56159 [2.85s]	1.62261 [150.75s]	15.1683 [250.15s]	0 [0s]	0 [0s]	0 [0s]	6.58279e+06 [135.4s]
Mean	3909.47	5429.82	823.146	6.87549	8.59583	0	50.0028	84.2255	6.23668	64.1403	8.72665	2.90888	179.852	2.06265	7.87272	0.038824	-7.82583	0.00150333	-0.173025	0.038824	0.00150333	-0.430955	0	0	0	-563257
Standard deviation	1198.98	1665.25	118.237	4.16301e-06	2.29524	0	15.3351	12.0982	1.9127	3.558e-05	nan	9.84175e-07	104.01	nan	1.66337	0.707278	1.67694	0.434878	1.67433	0.707278	0.434878	5.63697	0	0	0	2.69271e+06
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
0	0	0	810.349	6.87549	0	0	0	82.9161	0	64.1403	8.72665	2.90888	0	2.06265	0	0	0	0	0	0	0	0	0	0	0	0
0.05	-359.44	-499.222	106.504	6.87549	9.16248	0	-4.5973	10.8976	-0.573405	64.1403	8.72665	2.90888	0	2.06265	7.00032	1.41649	-6.84605	0.360178	-1.15395	1.41649	0.360178	-11.6899	0	0	0	4.65661e-10
0.1	4899.62	6805.03	723.832	6.87549	8.84933	0	62.667	74.0636	7.81624	64.1403	8.72665	2.90888	2.06265	2.06265	7.24804	1.43526	-7.06732	0.72604	-0.932685	1.43526	0.72604	-11.4797	0	0	0	-260647
0.15	5272.1	7322.36	769.213	6.87549	8.81682	0	67.431	78.7069	8.41044	64.1403	8.72665	2.90888	4.12529	2.06265	7.27477	1.60487	-7.07657	0.518437	-0.923428	1.60487	0.518437	-12.7778	0	0	0	23430.4
0.2	5574.43	7742.27	807.947	6.87549	8.87599	0	71.298	82.6703	8.89275	64.1403	8.72665	2.90888	6.18794	2.06265	7.22627	1.39845	-7.07745	0.415887	-0.922547	1.39845	0.415887	-11.1772	0	0	0	90405.2
0.25	5717.54	7941.03	835.18	6.87549	8.97645	0	73.1284	85.4568	9.12105	64.1403	8.72665	2.90888	8.25059	2.06265	7.1454	1.19635	-7.04087	0.227157	-0.959131	1.19635	0.227157	-9.6433	0	0	0	728097
0.3	5875.71	8160.71	857.403	6.87549	9.03063	0	75.1513	87.7307	9.37337	64.1403	8.72665	2.90888	10.3132	2.06265	7.10253	1.22125	-6.98621	0.383826	-1.01379	1.22125	0.383826	-9.91559	0	0	0	945227
0.35	5885.42	8174.19	864.594	6.87549	9.09503	0	75.2755	88.4665	9.38886	64.1403	8.72665	2.90888	12.3759	2.06265	7.05223	1.18949	-6.92979	0.545041	-1.07021	1.18949	0.545041	-9.73983	0	0	0	1.32812e+06
0.4	6011.32	8349.06	881.419	6.87549	9.13469	0	76.8859	90.1881	9.58971	64.1403	8.72665	2.90888	14.4385	2.06265	7.02162	1.07545	-6.91701	0.549134	-1.08299	1.07545	0.549134	-8.83753	0	0	0	1.11511e+06
0.45	5945.16	8257.17	882.507	6.87549	9.45203	0	76.0397	90.2994	9.48417	64.1403	8.72665	2.90888	16.5012	2.06265	6.78588	1.14618	-6.67414	0.436124	-1.32586	1.14618	0.436124	-9.74463	0	0	0	887013
0.5	5955.82	8271.98	891.058	6.87549	9.29604	0	76.176	91.1743	9.50117	64.1403	8.72665	2.90888	18.5638	2.06265	6.89974	0.996415	-6.80593	0.541176	-1.19407	0.996415	0.541176	-8.32915	0	0	0	383978
0.55	6035.67	8382.88	901.861	6.87549	9.36353	0	77.1973	92.2797	9.62856	64.1403	8.72665	2.90888	20.6265	2.06265	6.85001	0.817053	-6.75216	0.814492	-1.24784	0.817053	0.814492	-6.8996	0	0	0	-435099
0.6	6130.79	8514.99	910.112	6.87549	9.31202	0	78.4139	93.124	9.7803	64.1403	8.72665	2.90888	22.6891	2.06265	6.88791	1.26347	-6.72659	0.774473	-1.27341	1.26347	0.774473	-10.6381	0	0	0	-1.19802e+06
0.65	6252.62	8684.2	920.988	6.87549	9.04343	0	79.9721	94.2368	9.97465	64.1403	8.72665	2.90888	24.7518	2.06265	7.09247	1.31761	-6.91569	0.860424	-1.08431	1.31761	0.860424	-10.787	0	0	0	-2.25341e+06
0.7	6310.77	8764.96	934.541	6.87549	9.16634	0	80.7159	95.6236	10.0674	64.1403	8.72665	2.90888	26.8144	2.06265	6.99737	1.27141	-6.83855	0.762194	-1.16145	1.27141	0.762194	-10.5321	0	0	0	-2.86766e+06
0.75	6309.25	8762.86	941.139	6.87549	9.35031	0	80.6965	96.2987	10.065	64.1403	8.72665	2.90888	28.8771	2.06265	6.8597	1.21042	-6.72131	0.643726	-1.27869	1.21042	0.643726	-10.2088	0	0	0	-2.41432e+06
0.8	6064.14	8422.42	931.846	6.87549	9.45049	0	77.5615	95.3479	9.67398	64.1403	8.72665	2.90888	30.9397	2.06265	6.78698	1.01699	-6.68075	0.629629	-1.31925	1.01699	0.629629	-8.65547	0	0	0	-2.12836e+06
0.85	6202.3	8614.3	946.937	6.87549	9.42268	0	79.3285	96.892	9.89437	64.1403	8.72665	2.90888	33.0024	2.06265	6.80701	0.994971	-6.71822	0.459317	-1.28178	0.994971	0.459317	-8.42429	0	0	0	-2.20945e+06
0.9	6204.62	8617.53	951.217	6.87549	9.28278	0	79.3582	97.3299	9.89808	64.1403	8.72665	2.90888	35.065	2.06265	6.9096	1.08014	-6.81255	0.406337	-1.18745	1.08014	0.406337	-9.00935	0	0	0	-1.79629e+06
0.95	6412.48	8906.23	971.071	6.87549	9.07099	0	82.0168	99.3614	10.2297	64.1403	8.72665	2.90888	37.1276	2.06265	7.07092	1.23713	-6.93773	0.579149	-1.06227	1.23713	0.579149	-10.1107	0	0	0	-1.47431e+06
1	6442.66	8948.14	975.647	6.87549	9.08427	0	82.4027	99.8296	10.2778	64.1403	8.72665	2.90888	39.1903	2.06265	7.06059	1.32194	-6.89718	0.73036	-1.10282	1.32194	0.73036	-10.8499	0	0	0	-873606
1.05	6502.95	9031.89	983.292	6.87549	9.04887	0	83.1739	100.612	10.374	64.1403	8.72665	2.90888	41.2529	2.06265	7.08821	1.45294	-6.9126	0.589609	-1.0874	1.45294	0.589609	-11.87	0	0	0	-723976
1.1	6559.61	9110.58	984.95	6.87549	9.18756	0	83.8986	100.781	10.4644	64.1403	8.72665	2.90888	43.3156	2.06265	6.98121	1.46449	-6.77067	0.866336	-1.22933	1.46449	0.866336	-12.205	0	0	0	-831851
1.15	6461.98	8974.97	980.106	6.87549	9.18909	0	82.6499	100.286	10.3086	64.1403	8.72665	2.90888	45.3782	2.06265	6.98005	1.37896	-6.78522	0.88339	-1.21478	1.37896	0.88339	-11.4877	0	0	0	-1.00174e+06
1.2	6200.39	8611.65	958.527	6.87549	9.17474	0	79.304	98.0779	9.89132	64.1403	8.72665	2.90888	47.4409	2.06265	6.99097	1.39808	-6.81387	0.700118	-1.18613	1.39808	0.700118	-11.5951	0	0	0	-1.62395e+06
1.25	6280.41	8722.79	966.322	6.87549	9.07939	0	80.3275	98.8754	10.019	64.1403	8.72665	2.90888	49.5035	2.06265	7.06438	1.39267	-6.89585	0.642817	-1.10415	1.39267	0.642817	-11.4177	0	0	0	-2.05702e+06
1.3	6274.47	8714.55	968.184	6.87549	9.05932	0	80.2516	99.066	10.0095	64.1403	8.72665	2.90888	51.5662	2.06265	7.08004	1.39556	-6.90555	0.701937	-1.09445	1.39556	0.701937	-11.4252	0	0	0	-2.34268e+06
1.35	6219.61	8638.36	965.705	6.87549	9.1823	0	79.55	98.8123	9.92199	64.1403	8.72665	2.90888	53.6288	2.06265	6.98521	1.43093	-6.79315	0.77379	-1.20685	1.43093	0.77379	-11.895	0	0	0	-2.73969e+06
1.4	6242.2	8669.72	967.218	6.87549	9.08606	0	79.8388	98.9672	9.95802	64.1403	8.72665	2.90888	55.6915	2.06265	7.0592	1.64168	-6.80902	0.879979	-1.19098	1.64168	0.879979	-13.5555	0	0	0	-3.47738e+06
1.45	6218.7	8637.09	970.459	6.87549	9.13525	0	79.5383	99.2987	9.92054	64.1403	8.72665	2.90888	57.7541	2.06265	7.02119	1.49408	-6.7883	0.991852	-1.2117	1.49408	0.991852	-12.4127	0	0	0	-4.91067e+06
1.5	6392.78	8878.86	988.305	6.87549	9.0393	0	81.7647	101.125	10.1982	64.1403	8.72665	2.90888	59.8168	2.06265	7.09572	1.53342	-6.87205	0.87907	-1.12795	1.53342	0.87907	-12.5788	0	0	0	-5.47227e+06
1.55	6355.92	8827.68	988.082	6.87549	9.00449	0	81.2934	101.102	10.1394	64.1403	8.72665	2.90888	61.8794	2.06265	7.12314	1.49877	-6.92803	0.703756	-1.07197	1.49877	0.703756	-12.2069	0	0	0	-5.58076e+06
1.6	6213.47	8629.82	980.396	6.87549	9.38515	0	79.4714	100.316	9.91219	64.1403	8.72665	2.90888	63.9421	2.06265	6.83423	1.35803	-6.67855	0.509342	-1.32145	1.35803	0.509342	-11.4939	0	0	0	-6.00097e+06
1.65	6162.62	8559.2	975.192	6.87549	9.38415	0	78.821	99.783	9.83107	64.1403	8.72665	2.90888	66.0047	2.06265	6.83496	1.58358	-6.62522	0.56164	-1.37478	1.58358	0.56164	-13.4428	0	0	0	-6.26935e+06
1.7	5975.72	8299.62	961.541	6.87549	9.47714	0	76.4306	98.3863	9.53292	64.1403	8.72665	2.90888	68.0674	2.06265	6.76789	1.68716	-6.52957	0.568007	-1.47043	1.68716	0.568007	-14.4876	0	0	0	-6.24449e+06
1.75	5883.21	8171.14	950.305	6.87549	9.55479	0	75.2474	97.2366	9.38535	64.1403	8.72665	2.90888	70.13	2.06265	6.7129	1.61173	-6.49475	0.532535	-1.50525	1.61173	0.532535	-13.9369	0	0	0	-6.46363e+06
1.8	5894.79	8187.21	952.584	6.87549	9.66995	0	75.3954	97.4698	9.40381	64.1403	8.72665	2.90888	72.1926	2.06265	6.63295	1.61173	-6.40923	0.565733	-1.59077	1.61173	0.565733	-14.1155	0	0	0	-5.63934e+06
1.85	5833.1	8101.53	947.5	6.87549	9.96272	0	74.6064	96.9496	9.3054	64.1403	8.72665	2.90888	74.2553	2.06265	6.43803	1.71386	-6.18841	0.463183	-1.81159	1.71386	0.463183	-15.4799	0	0	0	-4.83574e+06
1.9	5836.39	8106.1	942.965	6.87549	10.2223	0	74.6484	96.4855	9.31064	64.1403	8.72665	2.90888	76.3179	2.06265	6.27456	1.63844	-6.03369	0.529351	-1.96631	1.63844	0.529351	-15.1922	0	0	0	-4.62437e+06
1.95	5717.14	7940.48	933.078	6.87549	9.92858	0	73.1233	95.4738	9.12042	64.1403	8.72665	2.90888	78.3806	2.06265	6.46017	2.01051	-6.12714	0.387009	-1.87286	2.01051	0.387009	-18.1663	0	0	0	-4.61889e+06
2	5831.2	8098.89	944.633	6.87549	9.96128	0	74.5821	96.6562	9.30237	64.1403	8.72665	2.90888	80.4432	2.06265	6.43896	1.7615	-6.19017	0.197825	-1.80983	1.7615	0.197825	-15.8845	0	0	0	-3.96929e+06
2.05	5833.33	8101.85	946.919	6.87549	10.1415	0	74.6093	96.8901	9.30577	64.1403	8.72665	2.90888	82.5059	2.06265	6.32451	1.54677	-6.13199	-0.0754918	-1.86801	1.54677	-0.0754918	-14.1573	0	0	0	-3.88028e+06
2.1	5896.71	8189.88	949.222	6.87549	10.0985	0	75.42	97.1258	9.40688	64.1403	8.72665	2.90888	84.5685	2.06265	6.35147	1.42804	-6.18885	0.00682121	-1.81115	1.42804	0.00682121	-12.9932	0	0	0	-4.44488e+06
2.15	6068.68	8428.73	962.2	6.87549	10.5192	0	77.6195	98.4537	9.68122	64.1403	8.72665	2.90888	86.6312	2.06265	6.09747	1.49625	-5.90983	0.119377	-2.09017	1.49625	0.119377	-14.2075	0	0	0	-4.78598e+06
2.2	6166.56	8564.67	971.835	6.87549	10.6587	0	78.8714	99.4395	9.83736	64.1403	8.72665	2.90888	88.6938	2.06265	6.01765	1.62978	-5.79038	0.165536	-2.20962	1.62978	0.165536	-15.7199	0	0	0	-4.3467e+06
2.25	6173.11	8573.77	973.99	6.87549	10.8399	0	78.9552	99.6601	9.84781	64.1403	8.72665	2.90888	90.7565	2.06265	5.91704	1.50707	-5.72074	0.115056	-2.27926	1.50707	0.115056	-14.7587	0	0	0	-4.13884e+06
2.3	6107.52	8482.67	966.432	6.87549	10.7121	0	78.1162	98.8867	9.74317	64.1403	8.72665	2.90888	92.8191	2.06265	5.98763	1.41685	-5.81727	0.0595745	-2.18273	1.41685	0.0595745	-13.6884	0	0	0	-3.97962e+06
2.35	6015.25	8354.52	957.153	6.87549	10.3255	0	76.9361	97.9372	9.59598	64.1403	8.72665	2.90888	94.8818	2.06265	6.21183	1.44392	-6.04163	0.0268311	-1.95837	1.44392	0.0268311	-13.4413	0	0	0	-3.67938e+06
2.4	6032.32	8378.22	960.355	6.87549	10.4679	0	77.1544	98.2649	9.62321	64.1403	8.72665	2.90888	96.9444	2.06265	6.12732	1.62725	-5.90719	0.035699	-2.09281	1.62725	0.035699	-15.4012	0	0	0	-3.31045e+06
2.45	5880.22	8166.98	951.733	6.87549	10.3831	0	75.2091	97.3826	9.38057	64.1403	8.72665	2.90888	99.0071	2.06265	6.17737	1.78424	-5.91336	0.0923178	-2.08664	1.78424	0.0923178	-16.7901	0	0	0	-3.70243e+06
2.5	5878.44	8164.5	953.09	6.87549	10.4644	0	75.1863	97.5215	9.37772	64.1403	8.72665	2.90888	101.07	2.06265	6.12939	1.86904	-5.83402	0.20078	-2.16598	1.86904	0.20078	-17.7639	0	0	0	-3.59463e+06
2.55	5793.48	8046.51	950.578	6.87549	10.0212	0	74.0997	97.2645	9.2422	64.1403	8.72665	2.90888	103.132	2.06265	6.40047	2.07042	-6.05617	0.046841	-1.94383	2.07042	0.046841	-18.874	0	0	0	-3.45789e+06
2.6	5742.94	7976.31	955.011	6.87549	9.67729	0	73.4532	97.7181	9.16157	64.1403	8.72665	2.90888	105.195	2.06265	6.62792	2.13322	-6.27524	0.00795821	-1.72476	2.13322	0.00795821	-18.775	0	0	0	-2.96216e+06
2.65	5702.87	7920.65	957.341	6.87549	9.83645	0	72.9407	97.9565	9.09764	64.1403	8.72665	2.90888	107.258	2.06265	6.52068	2.20503	-6.13463	-0.152803	-1.86537	2.20503	-0.152803	-19.7705	0	0	0	-2.2357e+06
2.7	5715.93	7938.8	959.225	6.87549	9.99227	0	73.1078	98.1493	9.11849	64.1403	8.72665	2.90888	109.32	2.06265	6.41899	2.13141	-6.05088	0.217607	-1.94912	2.13141	0.217607	-19.4047	0	0	0	-1.73067e+06
2.75	5661.94	7863.81	956.387	6.87549	9.92493	0	72.4172	97.8589	9.03235	64.1403	8.72665	2.90888	111.383	2.06265	6.46254	2.28479	-6.02488	0.495016	-1.97512	2.28479	0.495016	-20.768	0	0	0	-1.19441e+06
2.8	5448.35	7567.16	938.738	6.87549	9.93639	0	69.6854	96.053	8.69162	64.1403	8.72665	2.90888	113.446	2.06265	6.45509	2.4342	-5.97507	0.203509	-2.02493	2.4342	0.203509	-22.1656	0	0	0	-700300
2.85	5437.96	7552.73	935.182	6.87549	9.80105	0	69.5525	95.6891	8.67505	64.1403	8.72665	2.90888	115.508	2.06265	6.54423	2.56159	-6.02003	0.156213	-1.97997	2.56159	0.156213	-23.0503	0	0	0	-968177
2.9	5444.27	7561.48	938.937	6.87549	9.87686	0	69.6331	96.0733	8.6851	64.1403	8.72665	2.90888	117.571	2.06265	6.494	2.32088	-6.05397	0.367454	-1.94603	2.32088	0.367454	-20.9751	0	0	0	-619542
2.95	5604.07	7783.43	951.05	6.87549	9.98831	0	71.677	97.3128	8.94003	64.1403	8.72665	2.90888	119.634	2.06265	6.42153	2.27468	-5.98609	0.47819	-2.01391	2.27468	0.47819	-20.8065	0	0	0	-256176
3	5579.16	7748.83	947.091	6.87549	9.73091	0	71.3584	96.9077	8.90029	64.1403	8.72665	2.90888	121.696	2.06265	6.5914	2.23968	-6.16504	0.650093	-1.83496	2.23968	0.650093	-19.9654	0	0	0	-33142.9
3.05	5601.64	7780.05	944.628	6.87549	9.92557	0	71.6459	96.6556	8.93615	64.1403	8.72665	2.90888	123.759	2.06265	6.46213	2.13827	-6.08615	0.381779	-1.91385	2.13827	0.381779	-19.3581	0	0	0	862543
3.1	5612.48	7795.11	944.874	6.87549	9.73005	0	71.7846	96.6809	8.95344	64.1403	8.72665	2.90888	125.821	2.06265	6.59198	2.14946	-6.22896	0.184864	-1.77104	2.14946	0.184864	-19.0383	0	0	0	1.27827e+06
3.15	5715.01	7937.52	948.847	6.87549	9.99626	0	73.096	97.0874	9.11702	64.1403	8.72665	2.90888	127.884	2.06265	6.41643	1.97479	-6.10201	0.190321	-1.89799	1.97479	0.190321	-17.9331	0	0	0	2.34155e+06
3.2	5884.83	8173.38	952.827	6.87549	10.2898	0	75.268	97.4946	9.38792	64.1403	8.72665	2.90888	129.947	2.06265	6.23337	1.7514	-5.97992	0.16781	-2.02008	1.7514	0.16781	-16.3242	0	0	0	3.01233e+06
3.25	5899.98	8194.42	949.913	6.87549	10.2069	0	75.4618	97.1965	9.41209	64.1403	8.72665	2.90888	132.009	2.06265	6.28403	1.64493	-6.06367	0.123242	-1.93633	1.64493	0.123242	-15.1777	0	0	0	3.03617e+06
3.3	5959.34	8276.87	948.858	6.87549	10.3848	0	76.2211	97.0885	9.50679	64.1403	8.72665	2.90888	134.072	2.06265	6.17635	1.53594	-5.98168	-0.0875431	-2.01832	1.53594	-0.0875431	-14.401	0	0	0	2.81987e+06
3.35	6126.16	8508.56	961.826	6.87549	10.3787	0	78.3547	98.4154	9.77291	64.1403	8.72665	2.90888	136.135	2.06265	6.17998	1.66189	-5.95171	-0.0864064	-2.04829	1.66189	-0.0864064	-15.6013	0	0	0	2.66362e+06
3.4	6196.06	8605.64	969.713	6.87549	10.663	0	79.2487	99.2225	9.88441	64.1403	8.72665	2.90888	138.197	2.06265	6.01522	1.64313	-5.78642	0.0188727	-2.21358	1.64313	0.0188727	-15.8526	0	0	0	1.89768e+06
3.45	6231.9	8655.42	971.015	6.87549	10.4223	0	79.7071	99.3556	9.94159	64.1403	8.72665	2.90888	140.26	2.06265	6.15413	1.75717	-5.89793	-0.00773117	-2.10207	1.75717	-0.00773117	-16.5904	0	0	0	1.06999e+06
3.5	6017.68	8357.89	959.633	6.87549	10.4319	0	76.9672	98.191	9.59985	64.1403	8.72665	2.90888	142.323	2.06265	6.14845	1.87626	-5.85518	-0.00454776	-2.14482	1.87626	-0.00454776	-17.7678	0	0	0	295110
3.55	5930.44	8236.73	957.086	6.87549	10.4321	0	75.8514	97.9304	9.46069	64.1403	8.72665	2.90888	144.385	2.06265	6.14836	1.79218	-5.88118	0.0454769	-2.11882	1.79218	0.0454769	-16.9476	0	0	0	-258852
3.6	5903.4	8199.18	959.988	6.87549	10.8256	0	75.5056	98.2274	9.41755	64.1403	8.72665	2.90888	146.448	2.06265	5.92488	1.72252	-5.66344	0.250123	-2.33656	1.72252	0.250123	-16.917	0	0	0	-902501
3.65	5792.92	8045.73	956.944	6.87549	10.68	0	74.0925	97.9158	9.2413	64.1403	8.72665	2.90888	148.511	2.06265	6.00562	1.72938	-5.73617	0.416114	-2.26383	1.72938	0.416114	-16.7774	0	0	0	-802282
3.7	5666.18	7869.69	947.889	6.87549	10.4764	0	72.4714	96.9894	9.03911	64.1403	8.72665	2.90888	150.573	2.06265	6.12235	1.93509	-5.80228	0.268542	-2.19772	1.93509	0.268542	-18.4438	0	0	0	-1.49261e+06
3.75	5617.07	7801.49	940.776	6.87549	10.2373	0	71.8434	96.2615	8.96078	64.1403	8.72665	2.90888	152.636	2.06265	6.26536	2.03217	-5.92129	0.251488	-2.07871	2.03217	0.251488	-18.942	0	0	0	-2.22776e+06
3.8	5604.34	7783.81	940.8	6.87549	10.5003	0	71.6805	96.264	8.94047	64.1403	8.72665	2.90888	154.699	2.06265	6.10841	1.86544	-5.81066	0.262857	-2.18934	1.86544	0.262857	-17.7985	0	0	0	-2.80465e+06
3.85	5510.89	7654.02	929.953	6.87549	10.3312	0	70.4853	95.1542	8.79139	64.1403	8.72665	2.90888	156.761	2.06265	6.2084	1.69582	-5.9689	0.20169	-2.0311	1.69582	0.20169	-15.8603	0	0	0	-2.95262e+06
3.9	5384.82	7478.92	922.58	6.87549	10.4526	0	68.8728	94.3997	8.59027	64.1403	8.72665	2.90888	158.824	2.06265	6.13629	1.88998	-5.82344	0.411794	-2.17656	1.88998	0.411794	-17.9806	0	0	0	-2.85951e+06
3.95	5378.64	7470.34	925.6	6.87549	10.4075	0	68.7938	94.7087	8.58041	64.1403	8.72665	2.90888	160.886	2.06265	6.1629	1.6056	-5.93628	0.404972	-2.06372	1.6056	0.404972	-15.1348	0	0	0	-2.521e+06
4	5202.32	7225.45	915.411	6.87549	10.3253	0	66.5386	93.6662	8.29914	64.1403	8.72665	2.90888	162.949	2.06265	6.21196	1.51357	-6.02179	0.18873	-1.97821	1.51357	0.18873	-14.1089	0	0	0	-2.9233e+06
4.05	5109.99	7097.21	907.374	6.87549	10.5109	0	65.3577	92.8438	8.15184	64.1403	8.72665	2.90888	165.012	2.06265	6.10229	1.62725	-5.8803	0.109827	-2.1197	1.62725	0.109827	-15.4683	0	0	0	-2.65475e+06
4.1	5003.26	6948.98	901.365	6.87549	10.8486	0	63.9926	92.229	7.98158	64.1403	8.72665	2.90888	167.074	2.06265	5.91229	1.63519	-5.68063	-0.108235	-2.31937	1.63519	-0.108235	-16.0586	0	0	0	-2.60885e+06
4.15	4994.44	6936.73	903.205	6.87549	10.9818	0	63.8798	92.4172	7.96751	64.1403	8.72665	2.90888	169.137	2.06265	5.84061	1.65323	-5.60173	-0.0131884	-2.39827	1.65323	-0.0131884	-16.4429	0	0	0	-2.93857e+06
4.2	4956.63	6884.21	902.273	6.87549	11.0068	0	63.3962	92.3218	7.90719	64.1403	8.72665	2.90888	171.2	2.06265	5.82732	1.51393	-5.62685	0.065032	-2.37315	1.51393	0.065032	-15.0591	0	0	0	-2.65546e+06
4.25	4890.14	6791.87	894.344	6.87549	11.0248	0	62.5458	91.5105	7.80113	64.1403	8.72665	2.90888	173.262	2.06265	5.81783	1.62941	-5.58498	0.0122788	-2.41502	1.62941	0.0122788	-16.2646	0	0	0	-3.34489e+06
4.3	4820.49	6695.14	888.954	6.87549	11.0529	0	61.655	90.9591	7.69002	64.1403	8.72665	2.90888	175.325	2.06265	5.80304	1.49336	-5.60393	-0.2026	-2.39607	1.49336	-0.2026	-14.9217	0	0	0	-3.70563e+06
4.35	4985.74	6924.64	903.954	6.87549	11.0656	0	63.7685	92.4938	7.95362	64.1403	8.72665	2.90888	177.388	2.06265	5.79639	1.54641	-5.5863	0.00318311	-2.4137	1.54641	0.00318311	-15.4732	0	0	0	-3.9453e+06
4.4	5082.79	7059.43	911.59	6.87549	11.2849	0	65.0098	93.2752	8.10845	64.1403	8.72665	2.90888	179.45	2.06265	5.68373	1.57312	-5.46024	0.125971	-2.53976	1.57312	0.125971	-16.0719	0	0	0	-4.04384e+06
4.45	5264.83	7312.27	923.718	6.87549	11.1056	0	67.3381	94.5162	8.39885	64.1403	8.72665	2.90888	181.513	2.06265	5.77552	1.45583	-5.58851	-0.0757188	-2.41149	1.45583	-0.0757188	-14.6012	0	0	0	-4.19062e+06
4.5	5124.34	7117.15	913.259	6.87549	11.6661	0	65.5413	93.446	8.17474	64.1403	8.72665	2.90888	183.576	2.06265	5.49802	1.27177	-5.34828	-0.0816312	-2.65172	1.27177	-0.0816312	-13.376	0	0	0	-4.53499e+06
4.55	5032.69	6989.86	898.814	6.87549	11.6047	0	64.3691	91.9679	8.02853	64.1403	8.72665	2.90888	185.638	2.06265	5.5271	1.01085	-5.43379	-0.0295601	-2.56621	1.01085	-0.0295601	-10.5383	0	0	0	-5.10204e+06
4.6	5022.33	6975.47	897.177	6.87549	11.1997	0	64.2366	91.8004	8.012	64.1403	8.72665	2.90888	187.701	2.06265	5.72698	1.26456	-5.58454	0.110054	-2.41546	1.26456	0.110054	-12.7588	0	0	0	-5.48996e+06
4.65	5067.33	7037.96	902.909	6.87549	11.0805	0	64.812	92.3869	8.08378	64.1403	8.72665	2.90888	189.764	2.06265	5.78855	1.42984	-5.60746	0.138932	-2.39254	1.42984	0.138932	-14.305	0	0	0	-5.23134e+06
4.7	4943.38	6865.82	890.915	6.87549	11.1785	0	63.2268	91.1597	7.88606	64.1403	8.72665	2.90888	191.826	2.06265	5.73784	1.23857	-5.59909	0.19737	-2.40091	1.23857	0.19737	-12.4735	0	0	0	-4.99079e+06
4.75	4941.96	6863.83	885.948	6.87549	10.8193	0	63.2085	90.6515	7.88378	64.1403	8.72665	2.90888	193.889	2.06265	5.9283	1.28982	-5.78465	0.137568	-2.21535	1.28982	0.137568	-12.5698	0	0	0	-5.39181e+06
4.8	5103.76	7088.56	902.094	6.87549	10.574	0	65.278	92.3035	8.1419	64.1403	8.72665	2.90888	195.951	2.06265	6.06585	1.36885	-5.90851	0.101186	-2.09149	1.36885	0.101186	-13.0439	0	0	0	-5.36615e+06
4.85	5003.21	6948.91	894.823	6.87549	10.6667	0	63.992	91.5596	7.9815	64.1403	8.72665	2.90888	198.014	2.06265	6.01315	1.28621	-5.87281	0.117331	-2.12719	1.28621	0.117331	-12.3533	0	0	0	-5.42283e+06
4.9	4872.65	6767.57	888.731	6.87549	10.587	0	62.322	90.9362	7.77321	64.1403	8.72665	2.90888	200.077	2.06265	6.0584	1.1765	-5.94289	-0.0454765	-2.05711	1.1765	-0.0454765	-11.1979	0	0	0	-4.75781e+06
