# Sensor: Rotor
# Record count: 405
# Storage mode: Memory
# Datetime of save: 2026-04-08T11:29:56
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
1.2	5645.43	11290.6	675.088	4.77478	2.97228	0	10.9337	19.6121	3.67857	44.5842	12.566	4.18868	25.7832	8.5946	15	0	-15	0	0	0	0	0	0	0	0	-3.90563
1.5	5645.75	11290.8	675.103	4.77495	2.97239	0	10.9344	19.6125	3.67864	44.5858	12.5656	4.18852	34.3777	8.59491	15	0	-15	0	0	0	0	0	0	0	0	-2.23425
1.8	5646.41	11291.4	675.138	4.77526	2.97258	0	10.9356	19.6135	3.67883	44.5888	12.5647	4.18825	42.9724	8.59548	15	0	-15	0	0	0	0	0	0	0	0	4.25377
2.1	5647.58	11292.5	675.205	4.77577	2.9729	0	10.9379	19.6155	3.67921	44.5935	12.5634	4.18781	51.5676	8.59638	15	0	-15	0	0	0	0	0	0	0	0	16.7598
2.4	5649.44	11294.4	675.317	4.77653	2.97337	0	10.9415	19.6187	3.67984	44.6005	12.5614	4.18714	60.1636	8.59775	15	0	-15	0	0	0	0	0	8.53774e-07	8.53774e-07	8.53774e-07	34.3052
2.7	5652.22	11297.4	675.488	4.77761	2.97405	0	10.9469	19.6237	3.68081	44.6107	12.5586	4.18619	68.7606	8.5997	15	0	-15	0	0	0	0	0	8.53774e-07	8.53774e-07	8.53774e-07	54.6951
3	5656.16	11301.8	675.738	4.7791	2.97497	0	10.9545	19.6309	3.68223	44.6246	12.5547	4.18489	77.3594	8.60238	15	0	-15	0	0	0	0	0	1.47878e-06	1.47878e-06	1.47878e-06	73.8637
3.3	5661.54	11307.9	676.085	4.78108	2.9762	0	10.9649	19.641	3.68421	44.643	12.5495	4.18316	85.9604	8.60594	15	0	-15	0	0	0	0	0	1.9091e-06	1.9091e-06	1.9091e-06	87.2953
3.6	5668.65	11316	676.551	4.78363	2.97779	0	10.9787	19.6546	3.68686	44.6668	12.5428	4.18093	94.5646	8.61053	15	0	-15	0	0	0	0	0	2.41484e-06	2.41484e-06	2.41484e-06	90.0751
3.9	5677.81	11326.7	677.159	4.78685	2.9798	0	10.9965	19.6722	3.69034	44.697	12.5343	4.17811	103.173	8.61633	15	0	-15	0	0	0	0	0	3.07832e-06	3.07832e-06	3.07832e-06	78.2717
4.2	5689.37	11340.3	677.933	4.79085	2.98229	0	11.0188	19.6947	3.69476	44.7343	12.5239	4.17462	111.786	8.62353	15	0	-15	0	0	0	0	0	3.81819e-06	3.81819e-06	3.81819e-06	49.2171
4.5	5703.67	11357.2	678.899	4.79573	2.98532	0	11.0465	19.7228	3.70028	44.7798	12.5111	4.17038	120.406	8.63231	15	0	-15	0	0	0	0	0	4.67631e-06	4.67631e-06	4.67631e-06	1.92093
4.8	5721.1	11378	680.084	4.80159	2.98897	0	11.0803	19.7572	3.70706	44.8346	12.4959	4.16529	129.034	8.64286	15	0	-15	0	0	0	0	0	5.59857e-06	5.59857e-06	5.59857e-06	-62.8021
5.1	5742.09	11403.2	681.518	4.80856	2.99331	0	11.1209	19.7989	3.71527	44.8996	12.4778	4.15925	137.672	8.6554	15	0	-15	0	0	0	0	0	6.55796e-06	6.55796e-06	6.55796e-06	-146.697
5.4	5767.06	11433.3	683.231	4.81675	2.99841	0	11.1693	19.8486	3.72508	44.9761	12.4565	4.15218	146.321	8.67015	15	0	-15	0	0	0	0	0	7.58851e-06	7.58851e-06	7.58851e-06	-240.773
5.7	5796.43	11468.8	685.255	4.82629	3.00435	0	11.2262	19.9074	3.73665	45.0652	12.4319	4.14397	154.984	8.68732	15	0	-15	0	0	0	0	0	8.79014e-06	8.79014e-06	8.79014e-06	-344.898
6	5830.67	11510.3	687.622	4.8373	3.0112	0	11.2925	19.9762	3.75017	45.168	12.4036	4.13454	163.662	8.70714	15	0	-15	0	0	0	0	0	1.00296e-05	1.00296e-05	1.00296e-05	-458.098
6.3	5870.37	11558.5	690.372	4.84992	3.01906	0	11.3694	20.0561	3.76587	45.2859	12.3713	4.12378	172.36	8.72986	15	0	-15	0	0	0	0	0	1.12944e-05	1.12944e-05	1.12944e-05	-587.226
6.6	5915.64	11613.2	693.571	4.86429	3.028	0	11.4571	20.149	3.7837	45.4201	12.3348	4.11159	181.078	8.75573	15	0	-15	0	0	0	0	0	1.26347e-05	1.26347e-05	1.26347e-05	-778.564
6.9	5967.55	11676.1	697.263	4.88056	3.03813	0	11.5576	20.2563	3.80418	45.5719	12.2937	4.09789	189.821	8.785	15	0	-15	0	0	0	0	0	1.40549e-05	1.40549e-05	1.40549e-05	-939.251
7.2	6026.69	11747.8	701.475	4.89886	3.04952	0	11.6721	20.3786	3.82753	45.7429	12.2477	4.08258	198.591	8.81795	15	0	-15	0	0	0	0	0	1.55799e-05	1.55799e-05	1.55799e-05	-1105.64
7.5	6093.63	11828.7	706.243	4.91937	3.06229	0	11.8018	20.5171	3.85391	45.9343	12.1967	4.06556	207.393	8.85486	15	0	-15	0	0	0	0	0	1.71394e-05	1.71394e-05	1.71394e-05	-1288
7.8	6169.13	11919.9	711.623	4.94224	3.07652	0	11.948	20.6734	3.88361	46.1479	12.1402	4.04675	216.229	8.89603	15	0	-15	0	0	0	0	0	1.87052e-05	1.87052e-05	1.87052e-05	-1512.24
8.1	6254.19	12022.4	717.691	4.96765	3.09234	0	12.1128	20.8497	3.91702	46.3851	12.0782	4.02605	225.105	8.94176	15	0	-15	0	0	0	0	0	2.024e-05	2.024e-05	2.024e-05	-1767.95
8.4	6349.45	12136.8	724.492	4.99577	3.10985	0	12.2972	21.0473	3.95429	46.6478	12.0101	4.00338	234.023	8.99239	15	0	-15	0	0	0	0	0	2.17503e-05	2.17503e-05	2.17503e-05	-2063.31
8.7	6456.49	12265.2	732.081	5.02682	3.12917	0	12.5045	21.2678	3.99612	46.9376	11.936	3.97866	242.991	9.04827	15	0	-15	0	0	0	0	0	2.34283e-05	2.34283e-05	2.34283e-05	-2268.63
9	6576.61	12409.1	740.49	5.06098	3.15044	0	12.7372	21.5121	4.04299	47.2566	11.8554	3.9518	252.011	9.10976	15	0	-15	0	0	0	0	0	2.50521e-05	2.50521e-05	2.50521e-05	-2603.17
9.3	6710.65	12568.8	749.875	5.09849	3.17379	0	12.9968	21.7847	4.09504	47.6068	11.7682	3.92273	261.09	9.17728	15	0	-15	0	0	0	0	0	2.63566e-05	2.63566e-05	2.63566e-05	-2981.44
9.6	6859.55	12745	760.28	5.13957	3.19936	0	13.2852	22.087	4.15244	47.9905	11.6741	3.89137	270.233	9.25123	15	0	-15	0	0	0	0	0	2.78885e-05	2.78885e-05	2.78885e-05	-3307.72
9.9	7025.03	12939.4	771.825	5.18449	3.22732	0	13.6057	22.4224	4.21578	48.4098	11.573	3.85766	279.448	9.33207	15	0	-15	0	0	0	0	0	2.93157e-05	2.93157e-05	2.93157e-05	-3723.64
10.2	7208.19	13152.4	784.7	5.2335	3.25783	0	13.9604	22.7964	4.28518	48.8675	11.4646	3.82154	288.739	9.42029	15	0	-15	0	0	0	0	0	2.97108e-05	2.97108e-05	2.97108e-05	-4420.3
10.5	7411.75	13387.3	799.14	5.2869	3.29107	0	14.3546	23.2159	4.36169	49.3661	11.3488	3.78294	298.115	9.51641	15	0	-15	0	0	0	0	0	3.02578e-05	3.02578e-05	3.02578e-05	-4946.1
10.8	7638.71	13647.2	815.2	5.34501	3.32725	0	14.7942	23.6825	4.44638	49.9087	11.2254	3.74181	307.584	9.62101	15	0	-15	0	0	0	0	0	3.12532e-05	3.12532e-05	3.12532e-05	-5523.99
11.1	7891.06	13933.4	833.032	5.40818	3.36657	0	15.2829	24.2005	4.53962	50.4985	11.0943	3.6981	317.153	9.73472	15	0	-15	0	0	0	0	0	3.13464e-05	3.13464e-05	3.13464e-05	-6192.3
11.4	8169.25	14243.9	853.006	5.47678	3.40927	0	15.8217	24.7808	4.64079	51.1391	10.9553	3.65178	326.83	9.8582	15	0	-15	0	0	0	0	0	3.06527e-05	3.06527e-05	3.06527e-05	-7088.39
11.7	8477.04	14582.4	875.171	5.55121	3.45561	0	16.4178	25.4247	4.75108	51.8341	10.8085	3.60282	336.627	9.99218	15	0	-15	0	0	0	0	0	3.06765e-05	3.06765e-05	3.06765e-05	-7690.47
12	8819.05	14953.3	899.743	5.63191	3.50584	0	17.0802	26.1386	4.87193	52.5876	10.6536	3.55119	346.552	10.1374	15	0	-15	0	0	0	0	0	3.15781e-05	3.15781e-05	3.15781e-05	-8259.06
12.3	9203.5	15366.5	926.79	5.71939	3.5603	0	17.8248	26.9243	5.00654	53.4045	10.4906	3.49687	356.617	10.2949	15	0	-15	0	0	0	0	0	3.24771e-05	3.24771e-05	3.24771e-05	-8773.11
12.6	9628.72	15814.3	956.668	5.81421	3.61932	0	18.6483	27.7923	5.15244	54.2898	10.3196	3.43985	6.83305	10.4656	15	0	-15	0	0	0	0	0	3.38616e-05	3.38616e-05	3.38616e-05	-9280.93
12.9	10096.2	16295.7	989.692	5.91638	3.68292	0	19.5537	28.7517	5.30928	55.2439	10.1413	3.38045	17.2133	10.6495	15	0	-15	0	0	0	0	0	4.11586e-05	4.11586e-05	4.11586e-05	-10183.8
13.2	10602.6	16802.9	1026.23	6.02559	3.75091	0	20.5345	29.8132	5.47455	56.2636	9.95752	3.31917	27.7708	10.8461	15	0	-15	0	0	0	0	0	5.0264e-05	5.0264e-05	5.0264e-05	-10624.3
13.5	11152.9	17340.3	1065.97	6.1419	3.82331	0	21.6003	30.9675	5.64963	57.3496	9.76897	3.25632	38.5186	11.0554	15	0	-15	0	0	0	0	0	5.83509e-05	5.83509e-05	5.83509e-05	-10583.8
13.8	11752	17911	1108.77	6.2656	3.90031	0	22.7606	32.2111	5.83559	58.5046	9.5761	3.19203	49.4693	11.2781	15	0	-15	0	0	0	0	0	6.22494e-05	6.22494e-05	6.22494e-05	-10882.2
14.1	12396.4	18505.1	1155.04	6.39698	3.9821	0	24.0086	33.5552	6.02913	59.7314	9.37942	3.12647	60.6361	11.5146	15	0	-15	0	0	0	0	0	5.42129e-05	5.42129e-05	5.42129e-05	-10349.2
14.4	13076.1	19103.9	1205.14	6.53622	4.06877	0	25.325	35.0107	6.22424	61.0315	9.17962	3.05987	72.0324	11.7652	15	0	-15	0	0	0	0	0	3.34936e-05	3.34936e-05	3.34936e-05	-11249.8
14.7	13790	19703.4	1259.05	6.68335	4.16036	0	26.7076	36.5769	6.41954	62.4054	8.97753	2.99251	83.6723	12.03	15	0	-15	0	0	0	0	0	9.697e-06	9.697e-06	9.697e-06	-10299.8
15	14546	20312.3	1315.84	6.83845	4.25691	0	28.1719	38.2267	6.61793	63.8536	8.77392	2.92464	95.5699	12.3092	15	0	-15	0	0	0	0	0	-7.73125e-06	-7.73125e-06	-7.73125e-06	-8457.35
15.3	15330.8	20909.7	1376.02	7.00146	4.35838	0	29.6919	39.9749	6.81259	65.3757	8.56964	2.85655	107.74	12.6026	15	0	-15	0	0	0	0	0	-3.59194e-05	-3.59194e-05	-3.59194e-05	-7636.97
15.6	16136.1	21484.3	1439.77	7.17217	4.46465	0	31.2515	41.8268	6.99977	66.9697	8.36567	2.78856	120.195	12.9099	15	0	-15	0	0	0	0	0	-7.40523e-05	-7.40523e-05	-7.40523e-05	-6912.94
15.9	16961.9	22036.6	1506.7	7.35024	4.5755	0	32.8509	43.7713	7.17974	68.6325	8.16299	2.721	132.952	13.2304	15	0	-15	0	0	0	0	0	-0.000100709	-0.000100709	-0.000100709	-5107.63
16.2	17809.1	22569	1576.68	7.53534	4.69072	0	34.4917	45.8043	7.35318	70.3608	7.96248	2.65416	146.022	13.5636	15	0	-15	0	0	0	0	0	-0.0001146	-0.0001146	-0.0001146	-1513.56
16.5	18649.3	23047.8	1648.37	7.72688	4.80996	0	36.1188	47.8871	7.50918	72.1493	7.7651	2.58837	159.419	13.9084	15	0	-15	0	0	0	0	0	-0.00011752	-0.00011752	-0.00011752	3779.16
16.8	19465.3	23454.9	1720.76	7.925	4.93328	0	37.6992	49.9899	7.64181	73.9992	7.57098	2.52366	173.155	14.265	15	0	-15	0	0	0	0	0	-0.000116976	-0.000116976	-0.000116976	10926.2
17.1	20254	23789.5	1793.14	8.1301	5.06096	0	39.2267	52.0928	7.75085	75.9144	7.37998	2.45999	187.242	14.6342	15	0	-15	0	0	0	0	0	-0.000124528	-0.000124528	-0.000124528	16435.5
17.4	21030.9	24075.1	1866.73	8.3418	5.19274	0	40.7314	54.2307	7.84391	77.8911	7.19269	2.39756	201.691	15.0152	15	0	-15	0	0	0	0	0	-0.000154941	-0.000154941	-0.000154941	20639.5
17.7	21811.3	24333.7	1942.31	8.55944	5.32822	0	42.2428	56.4263	7.92814	79.9233	7.00981	2.3366	216.516	15.407	15	0	-15	0	0	0	0	0	-0.000209281	-0.000209281	-0.000209281	22738.5
18	22589.6	24562.2	2019.64	8.7824	5.46701	0	43.7502	58.6729	8.00258	82.0052	6.83184	2.27728	231.727	15.8083	15	0	-15	0	0	0	0	0	-0.000251192	-0.000251192	-0.000251192	25970.5
18.3	23342.3	24739.8	2097.43	9.00988	5.60861	0	45.208	60.9326	8.06045	84.1292	6.65936	2.21979	247.335	16.2178	15	0	-15	0	0	0	0	0	-0.00021708	-0.00021708	-0.00021708	38376.5
18.6	24021.1	24823.6	2172.15	9.24058	5.75222	0	46.5227	63.1033	8.08777	86.2834	6.4931	2.16437	263.348	16.633	15	0	-15	0	0	0	0	0	-0.000190215	-0.000190215	-0.000190215	46404.9
18.9	24664.8	24862.8	2246.07	9.47322	5.89704	0	47.7693	65.2509	8.10055	88.4556	6.33365	2.11122	279.773	17.0518	15	0	-15	0	0	0	0	0	-0.000266942	-0.000266942	-0.000266942	50698.4
19.2	25271.9	24861.9	2319.34	9.70678	6.04243	0	48.9451	67.3794	8.10023	90.6365	6.18125	2.06042	296.616	17.4722	15	0	-15	0	0	0	0	0	-0.000367381	-0.000367381	-0.000367381	53445.6
19.5	25845.8	24829.2	2391.89	9.9403	6.1878	0	50.0567	69.487	8.08959	92.8169	6.03604	2.01201	313.878	17.8925	15	0	-15	0	0	0	0	0	-0.000480138	-0.000480138	-0.000480138	57326.2
19.8	26376.8	24764.5	2463.3	10.171	6.33142	0	51.0851	71.5618	8.06851	94.9713	5.89912	1.96637	331.56	18.3078	15	0	-15	0	0	0	0	0	-0.000668132	-0.000668132	-0.000668132	57363.9
20.1	26859.4	24678.6	2533.14	10.3931	6.46969	0	52.0197	73.5906	8.04052	97.0453	5.77304	1.92435	349.66	18.7076	15	0	-15	0	0	0	0	0	-0.000918997	-0.000918997	-0.000918997	61027.2
20.4	27253	24542	2597.75	10.6041	6.60102	0	52.7819	75.4675	7.99602	99.0154	5.65818	1.88606	8.16784	19.0874	15	0	-15	0	0	0	0	0	-0.00121579	-0.00121579	-0.00121579	67110.2
20.7	24426.8	21615.4	2339.43	10.7914	6.71758	1.73651	47.3085	67.963	7.04249	100.764	5.56001	1.85334	27.0654	19.4244	15	0	-15	0	0	0	0	0	-0.00132548	-0.00132548	-0.00132548	90462.3
21	20866	18216.7	2000.36	10.9381	6.80892	3.71908	40.4121	58.1126	5.93517	102.134	5.48542	1.82847	46.3213	19.6886	15	0	-15	0	0	0	0	0	-0.00108633	-0.00108633	-0.00108633	121139
21.3	17962	15530	1714.98	11.0447	6.87527	5.33259	34.7877	49.8221	5.05982	103.129	5.43248	1.81083	65.8778	19.8804	15	0	-15	0	0	0	0	0	-0.000867187	-0.000867187	-0.000867187	145068
21.6	15407	13233.7	1460.03	11.1175	6.9206	6.75106	29.8394	42.4155	4.31168	103.809	5.39689	1.79896	85.6623	20.0115	15	0	-15	0	0	0	0	0	-0.000482665	-0.000482665	-0.000482665	162885
21.9	13197.1	11291.6	1242.12	11.1608	6.94753	7.96718	25.5595	36.0851	3.67892	104.213	5.37597	1.79199	105.608	20.0894	15	0	-15	0	0	0	0	0	0.000202837	0.000202837	0.000202837	169190
22.2	11098.2	9482.01	1045.91	11.177	6.95762	9.02362	21.4944	30.3849	3.08933	104.364	5.36818	1.78939	125.659	20.1185	15	0	-15	0	0	0	0	0	0.000717458	0.000717458	0.000717458	158331
22.5	9024.18	7717.3	863.907	11.1664	6.95105	9.93701	17.4775	25.0975	2.51437	104.266	5.37325	1.79108	145.763	20.0996	15	0	-15	0	0	0	0	0	0.00122007	0.00122007	0.00122007	135431
22.8	6907.26	5927.22	688.945	11.1282	6.92728	10.7243	13.3776	20.0146	1.93114	103.909	5.39169	1.79723	165.872	20.0308	15	0	-15	0	0	0	0	0	0.00161088	0.00161088	0.00161088	100611
23.1	4860.2	4195.7	524.777	11.0617	6.88585	11.3917	9.41295	15.2454	1.367	103.288	5.42413	1.80804	185.937	19.911	15	0	-15	0	0	0	0	0	0.00156327	0.00156327	0.00156327	55633.4
23.4	3042.9	2649.35	379.661	10.9678	6.8274	11.9408	5.8933	11.0296	0.863184	102.411	5.47057	1.82352	205.908	19.742	15	0	-15	0	0	0	0	0	0.0013499	0.0013499	0.0013499	10042.8
23.7	1610.75	1417.68	263.67	10.8498	6.75397	12.3695	3.11962	7.6599	0.461894	101.309	5.53005	1.84335	225.734	19.5297	15	0	-15	0	0	0	0	0	0.000936527	0.000936527	0.000936527	-31042.2
24	680.687	606.738	186.334	10.7132	6.6689	12.6765	1.31831	5.41321	0.197681	100.034	5.60059	1.86686	245.37	19.2837	15	0	-15	0	0	0	0	0	0.000286635	0.000286635	0.000286635	-65849.7
24.3	375.435	339.329	158.013	10.5654	6.57692	12.8633	0.727121	4.59045	0.110556	98.6538	5.67892	1.89297	264.777	19.0177	15	0	-15	0	0	0	0	0	-0.000154481	-0.000154481	-0.000154481	-72503.9
24.6	664.631	609.372	177.418	10.4152	6.48345	12.9353	1.28722	5.15418	0.198539	97.2517	5.76079	1.92026	283.927	18.7474	15	0	-15	0	0	0	0	0	-0.000268842	-0.000268842	-0.000268842	-48701.2
24.9	1385.63	1288.33	231.716	10.2705	6.39334	12.9037	2.68361	6.73161	0.419751	95.9001	5.84198	1.94733	302.81	18.4869	15	0	-15	0	0	0	0	0	-0.000338449	-0.000338449	-0.000338449	-21152.9
25.2	2437.08	2295.7	311.799	10.1374	6.31047	12.7852	4.71999	9.05812	0.747961	94.657	5.9187	1.9729	321.427	18.2473	15	0	-15	0	0	0	0	0	-0.000357945	-0.000357945	-0.000357945	11555.6
25.5	3701.01	3526.92	407.274	10.0207	6.23782	12.5985	7.1679	11.8318	1.1491	93.5673	5.98763	1.99588	339.794	18.0372	15	0	-15	0	0	0	0	0	-0.000226991	-0.000226991	-0.000226991	42907
25.8	5055.1	4864.52	507.749	9.92342	6.17729	12.3639	9.79043	14.7507	1.58491	92.6593	6.0463	2.01543	357.936	17.8621	15	0	-15	0	0	0	0	0	-8.19578e-05	-8.19578e-05	-8.19578e-05	66704.6
26.1	6373.69	6181.21	603.942	9.84665	6.1295	12.1015	12.3442	17.5452	2.0139	91.9425	6.09344	2.03115	15.8859	17.724	15	0	-15	0	0	0	0	0	5.91265e-05	5.91265e-05	5.91265e-05	79475.6
26.4	7542.04	7357.14	688.52	9.7893	6.0938	11.8303	14.607	20.0023	2.39702	91.407	6.12914	2.04305	33.679	17.6207	15	0	-15	0	0	0	0	0	0.000184944	0.000184944	0.000184944	80515
26.7	8473.54	8300.39	756.702	9.74849	6.0684	11.5666	16.4111	21.9831	2.70435	91.026	6.1548	2.0516	51.3513	17.5473	15	0	-15	0	0	0	0	0	0.000241919	0.000241919	0.000241919	73027.5
27	9154.42	8993.28	807.986	9.7204	6.05091	11.3221	17.7298	23.4729	2.93009	90.7637	6.17258	2.05753	68.9354	17.4967	15	0	-15	0	0	0	0	0	0.000282089	0.000282089	0.000282089	61922.8
27.3	9606.36	9455.96	844.14	9.70118	6.03895	11.1029	18.605	24.5232	3.08084	90.5842	6.18482	2.06161	86.4574	17.4621	15	0	-15	0	0	0	0	0	0.000298225	0.000298225	0.000298225	51909.6
27.6	9886.48	9745.34	868.949	9.6876	6.03049	10.9102	19.1476	25.244	3.17512	90.4574	6.19349	2.0645	103.937	17.4377	15	0	-15	0	0	0	0	0	0.000296889	0.000296889	0.000296889	46881.4
27.9	10068.7	9935.33	887.064	9.67752	6.02422	10.7411	19.5006	25.7702	3.23702	90.3633	6.19993	2.06664	121.387	17.4195	15	0	-15	0	0	0	0	0	0.00030111	0.00030111	0.00030111	48261.6
28.2	10225.2	10097.6	902.979	9.67005	6.01957	10.5908	19.8037	26.2326	3.28988	90.2935	6.20473	2.06824	138.815	17.4061	15	0	-15	0	0	0	0	0	0.000287179	0.000287179	0.000287179	56049.2
28.5	10411.1	10286.1	920.144	9.6653	6.01661	10.4546	20.1636	26.7312	3.35132	90.2492	6.20777	2.06926	156.228	17.3975	15	0	-15	0	0	0	0	0	0.000276778	0.000276778	0.000276778	69006.2
28.8	10655	10528.4	940.341	9.66411	6.01587	10.3291	20.636	27.318	3.43026	90.238	6.20854	2.06951	173.63	17.3954	15	0	-15	0	0	0	0	0	0.000276532	0.000276532	0.000276532	84887.3
29.1	10957.2	10823.3	963.528	9.66748	6.01797	10.2133	21.2213	27.9916	3.52633	90.2695	6.20638	2.06879	191.026	17.4015	15	0	-15	0	0	0	0	0	0.000285266	0.000285266	0.000285266	101046
29.4	11293.4	11145.3	988.103	9.67619	6.02339	10.1087	21.8723	28.7055	3.63124	90.3508	6.20079	2.06693	208.425	17.4171	15	0	-15	0	0	0	0	0	0.000322357	0.000322357	0.000322357	115023
29.7	11622.7	11453.4	1011.47	9.69041	6.03224	10.0186	22.5101	29.3844	3.73164	90.4837	6.19169	2.0639	225.834	17.4427	15	0	-15	0	0	0	0	0	0.00038047	0.00038047	0.00038047	124832
30	11898.8	11702.3	1030.8	9.70959	6.04418	9.94706	23.0448	29.9459	3.81273	90.6627	6.17946	2.05982	243.264	17.4773	15	0	-15	0	0	0	0	0	0.000458803	0.000458803	0.000458803	129636
30.3	12081.6	11854.3	1043.69	9.73241	6.05839	9.89768	23.3989	30.3203	3.86223	90.8758	6.16497	2.05499	260.724	17.5183	15	0	-15	0	0	0	0	0	0.000554463	0.000554463	0.000554463	129671
30.6	12147.1	11888.4	1048.72	9.75708	6.07374	9.87253	23.5258	30.4664	3.87336	91.1062	6.14938	2.04979	278.222	17.5627	15	0	-15	0	0	0	0	0	0.000649061	0.000649061	0.000649061	126054
30.9	12092.7	11805.6	1045.76	9.78159	6.089	9.87135	23.4205	30.3805	3.84636	91.3351	6.13397	2.04466	295.762	17.6069	15	0	-15	0	0	0	0	0	0.000732818	0.000732818	0.000732818	120288
31.2	11937.1	11626.8	1035.97	9.80414	6.10304	9.89145	23.119	30.0961	3.78812	91.5456	6.11986	2.03995	313.347	17.6475	15	0	-15	0	0	0	0	0	0.000790081	0.000790081	0.000790081	113926
31.5	11714.5	11387.7	1021.49	9.82338	6.11501	9.92808	22.688	29.6754	3.71022	91.7252	6.10788	2.03596	330.974	17.6821	15	0	-15	0	0	0	0	0	0.000808144	0.000808144	0.000808144	108180
31.8	11466.6	11129.4	1004.92	9.83861	6.1245	9.97539	22.2078	29.1939	3.62606	91.8675	6.09842	2.03281	348.639	17.7095	15	0	-15	0	0	0	0	0	0.000784366	0.000784366	0.000784366	103722
