Min	-617.115 [24s]	-549.889 [24s]	70.7173 [0.3s]	4.77465 [0.3s]	0 [0s]	0 [0s]	-1.19519 [24s]	2.05442 [0.3s]	-0.179159 [24s]	44.583 [0.3s]	5.34877 [22.2s]	1.78292 [22.2s]	0 [0s]	8.59437 [0.3s]	0 [0s]	-2.0337 [78s]	-18.2566 [108s]	-1.63505 [51.3s]	0 [0s]	0 [0s]	0 [0s]	-6.86871 [11.7s]	-0.130641 [32.1s]	-0.130641 [32.1s]	-0.130641 [32.1s]	-6.00142e+06 [98.1s]
Max	27639.8 [19.5s]	26518.4 [19.5s]	2571.6 [20.4s]	11.2175 [22.2s]	7.02677 [34.2s]	13.209 [24.6s]	53.5312 [19.5s]	74.7078 [20.4s]	8.63994 [19.5s]	104.743 [22.2s]	12.5664 [0.3s]	4.18879 [0.3s]	357.823 [123.3s]	20.1916 [22.2s]	18.2945 [108s]	1.80957 [117.6s]	0 [0s]	1.35563 [34.2s]	0 [0s]	0 [0s]	0 [0s]	7.88506 [78s]	0.11789 [54.3s]	0.11789 [54.3s]	0.11789 [54.3s]	8.72337e+06 [54.3s]
65.1	10191.6	9954.53	849.088	9.7767	5.74984	11.5677	19.7385	24.667	3.24328	91.2893	6.13704	2.04568	160.46	17.5981	15.8768	-0.851072	-15.854	-0.0399682	0	0	0	3.0728	0.0376027	0.0376027	0.0376027	4.30822e+06
65.4	9779.61	9563.67	821.222	9.76491	5.8187	11.5234	18.9406	23.8574	3.11593	91.1793	6.14445	2.04815	178.065	17.5768	15.67	-0.625688	-15.6574	-0.0769392	0	0	0	2.28839	0.0523152	0.0523152	0.0523152	5.5268e+06
65.7	10200.2	9985.69	850.548	9.75448	5.7597	11.4714	19.7552	24.7094	3.25343	91.0819	6.15102	2.05034	195.652	17.5581	15.8137	-0.476881	-15.8064	0.0296233	0	0	0	1.72809	0.00808481	0.00808481	0.00808481	3.09276e+06
66	11080.6	10846	904.993	9.75584	5.83837	11.409	21.4602	26.2911	3.53372	91.0946	6.15016	2.05005	213.22	17.5605	15.6027	-0.550458	-15.5861	0.463524	0	0	0	2.02268	0.0526996	0.0526996	0.0526996	5.96374e+06
66.3	11491.5	11236.2	929.024	9.76625	5.89141	11.3425	22.256	26.9892	3.66085	91.1918	6.14361	2.04787	230.779	17.5793	15.4788	-0.464963	-15.4691	0.289971	0	0	0	1.72165	0.0495169	0.0495169	0.0495169	3.53732e+06
66.6	10997.8	10741.9	901.129	9.77673	5.84182	11.2946	21.2998	26.1788	3.49982	91.2897	6.13702	2.04567	248.349	17.5981	15.6269	-0.288594	-15.6204	0.346005	0	0	0	1.05844	-0.0316496	-0.0316496	-0.0316496	1.12633e+06
66.9	12107	11805.1	967.763	9.79351	5.79746	11.2682	23.4481	28.1146	3.8462	91.4463	6.12651	2.04217	265.938	17.6283	15.7735	-0.0151924	-15.7681	0.413981	0	0	0	0.0552041	0.0288291	0.0288291	0.0288291	4.74444e+06
67.2	11562.2	11252.5	932.007	9.81212	5.89833	11.2536	22.393	27.0758	3.66616	91.6201	6.11489	2.0383	283.551	17.6618	15.5332	-0.0338906	-15.5329	0.089007	0	0	0	0.125011	0.0580724	0.0580724	0.0580724	4.59628e+06
67.5	10246.9	9968.49	859.609	9.81604	5.73311	11.2629	19.8457	24.9726	3.24783	91.6567	6.11244	2.03748	301.196	17.6689	15.9873	-0.00415689	-15.9872	0.0541796	0	0	0	0.0148977	-0.00371348	-0.00371348	-0.00371348	3.99209e+06
67.8	9268.03	9030.44	811.4	9.80054	5.6427	11.2878	17.9498	23.5721	2.9422	91.512	6.12211	2.0407	318.861	17.641	16.2178	0.0982022	-16.2174	-0.0349076	0	0	0	-0.346941	0.0166658	0.0166658	0.0166658	2.50033e+06
68.1	9896.87	9661.04	830.663	9.78239	5.57764	11.2954	19.1677	24.1317	3.14766	91.3425	6.13347	2.04449	336.516	17.6083	16.3765	0.0849903	-16.3763	0.00879917	0	0	0	-0.297353	0.0324983	0.0324983	0.0324983	5.56346e+06
68.4	11500.6	11223.8	934.458	9.78479	5.53647	11.2642	22.2737	27.1471	3.65682	91.3649	6.13196	2.04399	354.141	17.6126	16.5024	0.041039	-16.5021	-0.0842823	0	0	0	-0.142488	0.0504964	0.0504964	0.0504964	5.47603e+06
68.7	12038.4	11725.9	962.91	9.80376	5.56036	11.2119	23.3152	27.9736	3.8204	91.5421	6.1201	2.04003	11.7513	17.6468	16.4633	0.0383022	-16.4546	-0.53455	0	0	0	-0.13337	0.0542102	0.0542102	0.0542102	4.61615e+06
69	11713.9	11385.3	945.292	9.82488	5.45213	11.184	22.6868	27.4618	3.70944	91.7393	6.10694	2.03565	29.381	17.6848	16.8263	0.367485	-16.8035	-0.795315	0	0	0	-1.25283	0.0395103	0.0395103	0.0395103	5.94688e+06
69.3	10851.7	10536.7	892.393	9.8348	5.48701	11.1904	21.0169	25.925	3.43294	91.8319	6.10078	2.03359	47.0468	17.7026	16.7362	0.250249	-16.722	-0.64307	0	0	0	-0.857381	0.0444286	0.0444286	0.0444286	4.77972e+06
69.6	10686.1	10374.5	887.76	9.8361	5.5063	11.2189	20.6962	25.7904	3.38011	91.844	6.09998	2.03333	64.7405	17.705	16.6798	-0.0110885	-16.6724	-0.496492	0	0	0	0.0381062	-0.015501	-0.015501	-0.015501	1.79098e+06
69.9	10382	10080.6	872.167	9.8348	5.60032	11.2421	20.1072	25.3374	3.28435	91.8319	6.10078	2.03359	82.4443	17.7026	16.3976	0.146594	-16.3933	-0.345579	0	0	0	-0.512341	-0.0181104	-0.0181104	-0.0181104	2.36642e+06
70.2	10727.7	10418.7	889.416	9.83251	5.70004	11.2547	20.7769	25.8385	3.39452	91.8105	6.10221	2.03407	100.148	17.6985	16.107	-0.196816	-16.1041	-0.230054	0	0	0	0.700203	-0.0105338	-0.0105338	-0.0105338	333740
70.5	10536.3	10232.3	887.749	9.83298	5.59303	11.2587	20.406	25.7901	3.33377	91.8149	6.10192	2.03397	117.849	17.6994	16.416	-0.265396	-16.41	-0.35579	0	0	0	0.926556	-0.013767	-0.013767	-0.013767	3.2185e+06
70.8	10867.9	10553.2	902.168	9.83403	5.52043	11.2559	21.0483	26.209	3.43835	91.8247	6.10126	2.03375	135.548	17.7013	16.6336	-0.259664	-16.6269	-0.393476	0	0	0	0.894721	0.0604615	0.0604615	0.0604615	5.07919e+06
71.1	10243.7	9949.29	856.582	9.83183	5.4324	11.2547	19.8393	24.8847	3.24157	91.8041	6.10263	2.03421	153.248	17.6973	16.8994	-0.507307	-16.8893	-0.289413	0	0	0	1.72049	0.0667222	0.0667222	0.0667222	7.22644e+06
71.4	10228.3	9941.23	857.014	9.82503	5.36167	11.2532	19.8095	24.8972	3.23895	91.7406	6.10685	2.03562	170.947	17.6851	17.1105	-0.434603	-17.1049	0.0108205	0	0	0	1.45546	0.0254386	0.0254386	0.0254386	4.64764e+06
71.7	10364.7	10079.6	875.917	9.81938	5.30029	11.2456	20.0737	25.4464	3.28402	91.6879	6.11036	2.03679	188.638	17.6749	17.2987	-0.364251	-17.2915	-0.338515	0	0	0	1.20677	0.000878712	0.000878712	0.000878712	2.25295e+06
72	10631.6	10341.5	873.925	9.81718	5.37019	11.2265	20.5907	25.3885	3.36936	91.6674	6.11173	2.03724	206.318	17.6709	17.0697	-0.204456	-17.0634	-0.416591	0	0	0	0.686494	-0.0291198	-0.0291198	-0.0291198	1.69587e+06
72.3	9921.94	9657.33	850.497	9.81094	5.41617	11.2044	19.2162	24.7079	3.14645	91.6091	6.11562	2.03854	223.991	17.6597	16.914	-0.242637	-16.9003	-0.636548	0	0	0	0.822537	-0.0471533	-0.0471533	-0.0471533	-445008
72.6	8538.1	8331.09	775.847	9.78657	5.39915	11.1845	16.5361	22.5392	2.71435	91.3815	6.13085	2.04362	241.657	17.6158	16.9252	0.0304466	-16.9211	-0.369846	0	0	0	-0.103094	-0.0320845	-0.0320845	-0.0320845	207929
72.9	10499.9	10263.5	888.463	9.76921	5.44819	11.155	20.3355	25.8108	3.34395	91.2194	6.14175	2.04725	259.294	17.5846	16.7431	0.128235	-16.7383	-0.377309	0	0	0	-0.438945	0.0514643	0.0514643	0.0514643	6.24315e+06
73.2	12312	12018.3	977.59	9.78264	5.50415	11.0844	23.8451	28.4001	3.91567	91.3448	6.13331	2.04444	276.895	17.6088	16.5956	0.292257	-16.5852	-0.509782	0	0	0	-1.00954	0.0793747	0.0793747	0.0793747	6.9777e+06
73.5	10649.6	10381.1	887.734	9.79625	5.61345	11.0124	20.6255	25.7897	3.38226	91.4719	6.1248	2.0416	294.491	17.6332	16.2951	0.398003	-16.2861	-0.366933	0	0	0	-1.39992	-0.0244942	-0.0244942	-0.0244942	1.76172e+06
73.8	10107.9	9856.56	864.569	9.79281	5.59869	10.99	19.5764	25.1167	3.21136	91.4398	6.12695	2.04232	312.112	17.6271	16.3324	0.152741	-16.3251	-0.461408	0	0	0	-0.536054	-0.00176714	-0.00176714	-0.00176714	4.15807e+06
74.1	11132.8	10857.7	917.642	9.79125	5.72434	10.9802	21.5614	26.6585	3.53754	91.4252	6.12792	2.04264	329.743	17.6243	15.9713	0.328595	-15.9649	-0.312029	0	0	0	-1.17912	-0.00557666	-0.00557666	-0.00557666	-189331
74.4	9918.72	9675.19	864.809	9.78966	5.81893	10.9533	19.21	25.1237	3.15227	91.4104	6.12892	2.04297	347.368	17.6214	15.7091	0.294134	-15.705	-0.208167	0	0	0	-1.07295	-0.10006	-0.10006	-0.10006	-1.37361e+06
74.7	9809.33	9580.78	861.512	9.7771	5.76237	10.9298	18.9981	25.0279	3.12151	91.2931	6.13679	2.0456	4.9911	17.5988	15.843	0.113263	-15.8419	-0.147744	0	0	0	-0.409636	-0.022911	-0.022911	-0.022911	-314380
75	11163.1	10905.7	935.524	9.77469	5.80257	10.9018	21.6201	27.178	3.55319	91.2706	6.1383	2.0461	22.6012	17.5944	15.7293	-0.294202	-15.7227	-0.350766	0	0	0	1.07199	0.0651848	0.0651848	0.0651848	6.2497e+06
75.3	11084.5	10820.2	922.031	9.78257	5.80538	10.8499	21.4679	26.786	3.52533	91.3441	6.13336	2.04445	40.1978	17.6086	15.7344	-0.454566	-15.7235	-0.37068	0	0	0	1.65596	0.0342179	0.0342179	0.0342179	3.95475e+06
75.6	10236.4	9991.76	867.846	9.78314	5.71055	10.8109	19.8253	25.2119	3.25541	91.3495	6.133	2.04433	57.7994	17.6096	15.9966	-0.740416	-15.9785	-0.174885	0	0	0	2.65309	0.0104627	0.0104627	0.0104627	4.44518e+06
75.9	10397.4	10154.8	888.294	9.7774	5.78102	10.7894	20.137	25.8059	3.30853	91.2959	6.1366	2.04553	75.4085	17.5993	15.7924	-0.85346	-15.769	-0.100123	0	0	0	3.09798	0.0225249	0.0225249	0.0225249	3.09048e+06
76.2	10968.1	10711.7	921.861	9.77791	5.81005	10.7609	21.2424	26.7811	3.48997	91.3006	6.13628	2.04543	93.013	17.6002	15.7143	-0.608757	-15.7019	-0.130569	0	0	0	2.22022	-0.0455725	-0.0455725	-0.0455725	-1.26148e+06
76.5	9345.26	9134.43	832.471	9.7697	5.87192	10.7223	18.0994	24.1842	2.97608	91.224	6.14143	2.04714	110.613	17.5855	15.5356	-0.326119	-15.5322	0.0145998	0	0	0	1.20282	-0.0841324	-0.0841324	-0.0841324	-2.65869e+06
76.8	9663.63	9464.01	868.64	9.75071	6.01876	10.6919	18.7159	25.235	3.08346	91.0467	6.1534	2.05113	128.206	17.5513	15.1272	-0.516914	-15.1183	-0.00878557	0	0	0	1.95825	-0.00818572	-0.00818572	-0.00818572	386671
77.1	13361.5	13063.6	1066.72	9.76702	6.09658	10.6416	25.8777	30.9895	4.25626	91.1989	6.14312	2.04771	145.774	17.5806	14.959	-0.645087	-14.9423	0.292451	0	0	0	2.47204	0.0147969	0.0147969	0.0147969	2.2176e+06
77.4	11501.5	11210.5	962.367	9.79717	6.21443	10.5642	22.2754	27.9579	3.65248	91.4805	6.12422	2.04141	163.34	17.6349	14.7206	-1.11067	-14.6763	0.263264	0	0	0	4.32777	0.00391489	0.00391489	0.00391489	2.48793e+06
77.7	10553.6	10280.5	901.526	9.80297	6.15858	10.5478	20.4396	26.1904	3.34949	91.5346	6.1206	2.0402	180.948	17.6453	14.8629	-1.7563	-14.7542	0.369566	0	0	0	6.78838	0.0346852	0.0346852	0.0346852	4.12393e+06
78	10683.6	10408.4	909.658	9.80172	6.17379	10.5704	20.6913	26.4266	3.39116	91.523	6.12137	2.04046	198.588	17.6431	14.8244	-2.0337	-14.6842	0.0533353	0	0	0	7.88506	0.000567731	0.000567731	0.000567731	1.56072e+06
78.3	10393.4	10127.5	896.754	9.80007	6.28774	10.5714	20.1294	26.0517	3.29963	91.5076	6.12241	2.0408	216.232	17.6401	14.5533	-1.83552	-14.4358	0.197656	0	0	0	7.24633	-0.0559054	-0.0559054	-0.0559054	-1.34513e+06
78.6	9971.71	9724.62	875.976	9.79193	6.4231	10.5648	19.3126	25.4481	3.16837	91.4316	6.12749	2.0425	233.874	17.6255	14.2348	-1.35562	-14.1664	0.323557	0	0	0	5.46613	-0.0687629	-0.0687629	-0.0687629	-4.09657e+06
78.9	10254.9	10009.6	889.631	9.78327	6.56903	10.5498	19.861	25.8448	3.26122	91.3507	6.13292	2.04431	251.507	17.6099	13.9063	-0.991013	-13.8629	0.470517	0	0	0	4.08892	-0.0773073	-0.0773073	-0.0773073	-2.37425e+06
79.2	11740.9	11451.6	980.114	9.79054	6.65142	10.5165	22.739	28.4734	3.73103	91.4186	6.12836	2.04279	269.124	17.623	13.7442	-0.821618	-13.7026	0.683399	0	0	0	3.43138	-0.0259277	-0.0259277	-0.0259277	-165744
79.5	12394.5	12059.2	1017.06	9.81479	6.66638	10.4742	24.0049	29.5468	3.92901	91.645	6.11322	2.03774	286.741	17.6666	13.7473	-0.668996	-13.7201	0.548381	0	0	0	2.79155	0.0416916	0.0416916	0.0416916	2.98169e+06
79.8	12498	12122.8	1017.76	9.84487	6.77669	10.4577	24.2054	29.5672	3.94971	91.9259	6.09455	2.03152	304.386	17.7208	13.565	-0.38079	-13.5539	0.394048	0	0	0	1.60927	0.0331321	0.0331321	0.0331321	3.10494e+06
80.1	11825.9	11442.2	969.512	9.86952	6.84648	10.4828	22.9038	28.1654	3.72799	92.1561	6.07932	2.02644	322.079	17.7651	13.4604	-0.460767	-13.4495	0.283546	0	0	0	1.96213	-0.0384947	-0.0384947	-0.0384947	-1.29316e+06
80.4	11299.9	10916.4	947.967	9.8848	6.98013	10.5417	21.885	27.5395	3.55666	92.2988	6.06992	2.02331	339.822	17.7926	13.2231	-0.439277	-13.2098	0.39843	0	0	0	1.90461	-0.0569552	-0.0569552	-0.0569552	-1.00723e+06
80.7	9791.7	9462.64	850.952	9.88137	6.94965	10.6136	18.964	24.7211	3.08302	92.2667	6.07203	2.02401	357.601	17.7865	13.2765	-0.177464	-13.2643	0.538748	0	0	0	0.766518	-0.0571691	-0.0571691	-0.0571691	-3.25771e+06
81	10369.5	10030.7	883.666	9.87188	6.88342	10.6825	20.0831	25.6715	3.26809	92.1781	6.07787	2.02596	15.3906	17.7694	13.3913	0.200857	-13.3717	0.69669	0	0	0	-0.860579	-0.0984632	-0.0984632	-0.0984632	-4.07051e+06
81.3	11019.9	10657.8	928.614	9.87376	6.85136	10.7174	21.3427	26.9773	3.47241	92.1957	6.07671	2.02557	33.1686	17.7728	13.4565	0.206244	-13.4519	0.286986	0	0	0	-0.878386	-0.0272121	-0.0272121	-0.0272121	438126
81.6	11579.4	11187.2	958.409	9.88406	6.79329	10.7313	22.4263	27.8429	3.64489	92.2919	6.07038	2.02346	50.9397	17.7913	13.5857	0.520651	-13.5623	0.605183	0	0	0	-2.19849	0.0142101	0.0142101	0.0142101	1.19524e+06
81.9	10536.7	10173	901.19	9.89075	6.77297	10.7542	20.4069	26.1806	3.31445	92.3543	6.06627	2.02209	68.7218	17.8034	13.6357	0.45615	-13.6264	0.216219	0	0	0	-1.91729	-0.0323347	-0.0323347	-0.0323347	47875.3
82.2	11855.4	11435	969.5	9.90035	6.70712	10.7918	22.9608	28.1651	3.72563	92.4439	6.06039	2.02013	86.5191	17.8206	13.783	0.505848	-13.7736	-0.0278543	0	0	0	-2.10329	-0.0588315	-0.0588315	-0.0588315	-3.77375e+06
82.5	11596.6	11164.9	952.663	9.91855	6.78609	10.8293	22.4597	27.6759	3.63763	92.6139	6.04927	2.01642	104.331	17.8534	13.6476	0.356928	-13.6426	-0.0950274	0	0	0	-1.49867	-0.0793008	-0.0793008	-0.0793008	-1.7268e+06
82.8	8629.73	8317.42	769.754	9.90787	6.61045	10.8785	16.7136	22.3622	2.70989	92.5141	6.05579	2.0186	122.168	17.8342	13.9951	-0.188575	-13.9909	0.285687	0	0	0	0.772205	-0.0783219	-0.0783219	-0.0783219	-3.61507e+06
83.1	9222.11	8914.15	810.217	9.8792	6.3483	10.9506	17.8608	23.5377	2.90431	92.2465	6.07336	2.02445	140.012	17.7826	14.5309	-0.229148	-14.5278	0.196635	0	0	0	0.903657	-0.0588949	-0.0588949	-0.0588949	-1.77523e+06
83.4	11187.5	10820.7	930.315	9.87298	6.29094	10.9724	21.6672	27.0267	3.52548	92.1883	6.07719	2.02573	157.82	17.7714	14.6542	-0.322126	-14.6453	0.395215	0	0	0	1.26003	-0.0217633	-0.0217633	-0.0217633	-376849
83.7	10690.9	10335.4	908.908	9.87773	6.20049	10.9504	20.7055	26.4048	3.36738	92.2328	6.07427	2.02476	175.597	17.7799	14.8751	-0.488165	-14.8657	0.203811	0	0	0	1.88083	-0.0376129	-0.0376129	-0.0376129	-1.80133e+06
84	11357.3	10971.4	941.966	9.88513	6.31871	10.9475	21.9961	27.3652	3.57459	92.3018	6.06972	2.02324	193.373	17.7932	14.6077	-0.383842	-14.6027	0.00155973	0	0	0	1.50572	-0.041905	-0.041905	-0.041905	-144485
84.3	13883.7	13365.9	1070.05	9.9192	6.21383	10.9581	26.8891	31.0863	4.35474	92.62	6.04887	2.01629	211.159	17.8546	14.9055	-0.790446	-14.8782	-0.432575	0	0	0	3.04114	-0.0283489	-0.0283489	-0.0283489	-1.90099e+06
84.6	10892.3	10456.8	914.131	9.94701	6.20498	10.9832	21.0955	26.5565	3.40691	92.8797	6.03196	2.01065	228.983	17.9046	14.9686	-0.883659	-14.9165	-0.880919	0	0	0	3.39027	-0.0496702	-0.0496702	-0.0496702	-990339
84.9	8640.37	8308.65	764.341	9.93055	6.16846	11.0736	16.7342	22.205	2.70704	92.726	6.04196	2.01399	246.863	17.875	15.0323	-0.894452	-15.0001	-0.406647	0	0	0	3.41249	-0.0718278	-0.0718278	-0.0718278	-3.48722e+06
85.2	9182.38	8855.53	797.926	9.90176	6.04185	11.1741	17.7839	23.1807	2.88521	92.4571	6.05953	2.01984	264.753	17.8232	15.3028	-0.924191	-15.2499	-0.872606	0	0	0	3.46806	-0.073316	-0.073316	-0.073316	-1.33584e+06
85.5	10753.2	10381.3	894.202	9.89135	6.11417	11.2067	20.8261	25.9776	3.38233	92.3599	6.0659	2.02197	282.602	17.8044	15.1059	-0.830913	-15.0648	-0.741819	0	0	0	3.15701	-0.0316979	-0.0316979	-0.0316979	-899448
85.8	10590.5	10223.6	887.422	9.89198	6.18825	11.2001	20.511	25.7806	3.33094	92.3658	6.06552	2.02184	300.416	17.8056	14.926	-0.594529	-14.9141	-0.0249367	0	0	0	2.2828	-0.00505966	-0.00505966	-0.00505966	1.73299e+06
86.1	11242.1	10847.5	922.658	9.89671	6.25729	11.1998	21.7731	26.8042	3.53421	92.4099	6.06262	2.02087	318.221	17.8141	14.7684	-0.89417	-14.7399	0.203793	0	0	0	3.4715	-0.0437916	-0.0437916	-0.0437916	-2.42801e+06
86.4	10787.4	10401.6	894.853	9.90347	6.27187	11.2106	20.8924	25.9965	3.38895	92.473	6.05848	2.01949	336.03	17.8262	14.7441	-0.783241	-14.7233	0.0242999	0	0	0	3.04513	-0.0513879	-0.0513879	-0.0513879	-1.64699e+06
86.7	10064.6	9708.84	854.46	9.89917	6.20935	11.2339	19.4924	24.823	3.16323	92.4329	6.06111	2.02037	353.851	17.8185	14.8861	-0.181619	-14.8849	-0.050388	0	0	0	0.699064	-0.0276839	-0.0276839	-0.0276839	-1.79832e+06
87	8589.17	8304.88	765.047	9.87619	6.20749	11.268	16.635	22.2255	2.70581	92.2184	6.07522	2.02507	11.673	17.7771	14.856	-0.140906	-14.8527	0.279614	0	0	0	0.543543	-0.0708587	-0.0708587	-0.0708587	-2.30363e+06
87.3	9094.25	8819.46	790.866	9.84683	6.22696	11.2857	17.6132	22.9755	2.87346	91.9442	6.09333	2.03111	29.4708	17.7243	14.7655	-0.0817066	-14.7619	-0.31835	0	0	0	0.317128	-0.0600974	-0.0600974	-0.0600974	-856894
87.6	11065.8	10740.5	910.64	9.83846	6.13916	11.263	21.4315	26.4551	3.49936	91.866	6.09852	2.03284	47.2216	17.7092	14.9639	-0.2613	-14.9542	-0.472303	0	0	0	1.00105	-0.0122553	-0.0122553	-0.0122553	-1.04875e+06
87.9	10977.4	10647.4	908.177	9.84525	6.12627	11.2095	21.2603	26.3836	3.46902	91.9294	6.09431	2.03144	64.9384	17.7214	15.0058	-0.334662	-14.9934	-0.509357	0	0	0	1.27867	-0.0414667	-0.0414667	-0.0414667	-1.35809e+06
88.2	10246.9	9939.23	867.56	9.84493	6.172	11.1764	19.8457	25.2036	3.23829	91.9265	6.0945	2.0315	82.6537	17.7209	14.8941	-0.19801	-14.886	-0.4494	0	0	0	0.76209	-0.0637239	-0.0637239	-0.0637239	-3.10793e+06
88.5	10347.5	10042.3	871.614	9.8395	6.19128	11.1686	20.0405	25.3214	3.27189	91.8758	6.09787	2.03262	100.375	17.7111	14.8395	-0.260448	-14.8371	0.058737	0	0	0	1.00566	-0.0231944	-0.0231944	-0.0231944	-513740
88.8	9119.65	8865.14	801.657	9.82344	6.28038	11.1576	17.6624	23.289	2.88835	91.7258	6.10784	2.03595	118.091	17.6822	14.6051	-0.00338282	-14.6051	0.0224275	0	0	0	0.0132708	-0.00174782	-0.00174782	-0.00174782	723035
89.1	8960.94	8734.89	791.668	9.79642	6.29945	11.1422	17.355	22.9989	2.84591	91.4735	6.12469	2.04156	135.787	17.6336	14.5209	0.066241	-14.5181	-0.274134	0	0	0	-0.261418	-0.0331497	-0.0331497	-0.0331497	-659878
89.4	9515.87	9297.54	821.959	9.77354	6.38427	11.1011	18.4298	23.8788	3.02923	91.2598	6.13903	2.04634	153.445	17.5924	14.2945	0.000811008	-14.2885	-0.414988	0	0	0	-0.00325209	-0.0392482	-0.0392482	-0.0392482	-2.1685e+06
89.7	11642.1	11374.6	942.926	9.77389	6.36525	11.0268	22.5477	27.3931	3.70594	91.2631	6.13881	2.04627	171.058	17.593	14.3377	0.144653	-14.3247	-0.593767	0	0	0	-0.578563	-0.0495692	-0.0495692	-0.0495692	-3.14939e+06
90	11469.9	11187.9	935.107	9.78996	6.43413	10.9413	22.2142	27.1659	3.64512	91.4132	6.12873	2.04291	188.651	17.6219	14.2075	0.120408	-14.2012	-0.408595	0	0	0	-0.485786	-0.0839352	-0.0839352	-0.0839352	-4.89652e+06
90.3	11271.1	10979.7	927.958	9.80276	6.36104	10.8883	21.8292	26.9582	3.57728	91.5327	6.12072	2.04024	206.259	17.645	14.3896	-0.217895	-14.3875	-0.110423	0	0	0	0.867665	-0.0497126	-0.0497126	-0.0497126	-2.95584e+06
90.6	11136.3	10838.1	925.149	9.812	6.38971	10.8723	21.5681	26.8766	3.53116	91.619	6.11496	2.03832	223.892	17.6616	14.3385	-0.640726	-14.3232	0.169184	0	0	0	2.56133	0.0116511	0.0116511	0.0116511	1.43584e+06
90.9	9526.52	9277.62	842.281	9.80549	6.44501	10.8691	18.4504	24.4692	3.02274	91.5582	6.11902	2.03967	241.545	17.6499	14.206	-0.413145	-14.1901	0.530955	0	0	0	1.66769	-0.000850539	-0.000850539	-0.000850539	745656
91.2	10913.8	10635.5	918.353	9.79918	6.27615	10.8739	21.1372	26.6792	3.46514	91.4993	6.12296	2.04099	259.201	17.6385	14.5789	-0.0965893	-14.566	0.604559	0	0	0	0.379931	-0.0106262	-0.0106262	-0.0106262	-362639
91.5	11723.6	11411.1	961.439	9.81081	6.12659	10.8521	22.7056	27.9309	3.71785	91.6079	6.1157	2.03857	276.845	17.6595	14.9525	-0.0468757	-14.9467	0.412223	0	0	0	0.179689	-0.0220285	-0.0220285	-0.0220285	-2.70515e+06
91.8	11293.2	10975.8	933.889	9.82543	6.30685	10.8264	21.872	27.1305	3.57602	91.7444	6.1066	2.03553	294.494	17.6858	14.5468	0.245558	-14.5442	0.121317	0	0	0	-0.967265	-0.0663612	-0.0663612	-0.0663612	-3.30545e+06
92.1	11557.6	11217.6	945.006	9.83872	6.38831	10.8296	22.3841	27.4535	3.6548	91.8684	6.09836	2.03279	312.167	17.7097	14.3807	0.269112	-14.3746	-0.32348	0	0	0	-1.07253	-0.0647329	-0.0647329	-0.0647329	-5.24709e+06
92.4	11618.6	11258.4	955.472	9.85482	6.30078	10.8465	22.5022	27.7575	3.66809	92.0188	6.08839	2.02946	329.865	17.7387	14.6044	0.341823	-14.5857	-0.653616	0	0	0	-1.34251	0.00912867	0.00912867	0.00912867	976912
92.7	11362.8	10995.6	937.498	9.86824	6.20681	10.8746	22.0068	27.2354	3.58246	92.1441	6.08011	2.0267	347.589	17.7628	14.8457	0.421918	-14.8383	-0.204578	0	0	0	-1.62874	0.0673535	0.0673535	0.0673535	3.5074e+06
93	10270.8	9937.3	881.06	9.86981	6.23821	10.9177	19.8919	25.5958	3.23767	92.1588	6.07915	2.02638	5.33966	17.7657	14.7733	0.31377	-14.7699	0.0477069	0	0	0	-1.217	-0.000144106	-0.000144106	-0.000144106	-774706
93.3	11091.3	10729.4	926.999	9.87147	6.18884	10.9647	21.4811	26.9304	3.49573	92.1743	6.07812	2.02604	23.1039	17.7686	14.8936	0.38652	-14.8882	-0.11667	0	0	0	-1.48716	0.00204815	0.00204815	0.00204815	1.27481e+06
93.6	11409.2	11026.4	935.602	9.88082	6.12602	10.9943	22.0967	27.1803	3.59251	92.2616	6.07237	2.02412	40.8711	17.7855	15.0606	0.655485	-15.0449	-0.208513	0	0	0	-2.49472	0.0177928	0.0177928	0.0177928	-1.89583e+06
93.9	11046.3	10665.5	911.015	9.89027	6.15563	11.0224	21.3939	26.466	3.47492	92.3498	6.06657	2.02219	58.6482	17.8025	15.0025	0.482466	-14.9893	-0.404612	0	0	0	-1.84356	-0.100355	-0.100355	-0.100355	-5.64638e+06
94.2	11643.8	11228	941.856	9.90301	6.13918	11.0622	22.5511	27.362	3.65817	92.4687	6.05877	2.01959	76.4422	17.8254	15.0621	0.676572	-15.035	-0.597421	0	0	0	-2.57656	-0.0896577	-0.0896577	-0.0896577	-5.58924e+06
94.5	11324.3	10905	930.725	9.91645	6.25663	11.1062	21.9322	27.0386	3.55296	92.5943	6.05055	2.01685	94.2562	17.8496	14.7994	0.43078	-14.7924	-0.148471	0	0	0	-1.66808	0.0113853	0.0113853	0.0113853	-18874.1
94.8	10946.4	10533.2	906.53	9.9239	6.35034	11.1634	21.2004	26.3357	3.43182	92.6638	6.04601	2.01534	112.094	17.863	14.5919	0.715706	-14.5741	-0.0833323	0	0	0	-2.81142	0.0190297	0.0190297	0.0190297	533369
95.1	9562.19	9208	823.073	9.91661	6.34543	11.2284	18.5195	23.9112	3.00005	92.5958	6.05045	2.01682	129.95	17.8499	14.5925	0.614416	-14.579	-0.12884	0	0	0	-2.41324	0.0105417	0.0105417	0.0105417	130778
