Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	0 [0s]	0 [0s]	770.396 [0s]	6.87549 [0s]	8.01754 [0.3s]	0 [0s]	0 [0s]	82.8846 [1.8s]	0 [0s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	12.3759 [0s]	6.32 [0s]	0 [0s]	-8 [0.3s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	-638362 [2.4s]
Max	3563.94 [259.2s]	4949.92 [259.2s]	814.751 [259.2s]	6.87549 [0s]	10.1488 [0s]	0 [0s]	45.5834 [259.2s]	126.307 [0s]	5.68546 [259.2s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.747 [297s]	12.3759 [0s]	8 [0.3s]	0 [0s]	-6.32 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	296420 [6.9s]
Mean	3544.15	4922.43	812.568	6.87549	8.01966	0	45.3303	83.1904	5.65389	64.1403	8.72665	2.90888	178.502	12.3759	7.99833	0	-7.99833	0	0	0	0	0	0	0	0	-151577
Standard deviation	112.621	156.418	2.03476	nan	0.067295	0	1.44044	1.37183	0.179661	nan	1.89781e-06	nan	104.226	nan	0.0530468	0	0.0530468	0	0	0	0	0	0	0	0	256401
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
22.2	3529.42	4901.97	810.33	6.87549	8.01754	0	45.1419	82.9141	5.63039	64.1403	8.72665	2.90888	183.439	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-223064
22.5	3534.78	4909.41	811.031	6.87549	8.01754	0	45.2104	82.9859	5.63894	64.1403	8.72665	2.90888	195.815	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-419197
22.8	3544.75	4923.26	812.34	6.87549	8.01754	0	45.3379	83.1198	5.65485	64.1403	8.72665	2.90888	208.191	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-498622
23.1	3554.93	4937.41	813.671	6.87549	8.01754	0	45.4682	83.256	5.67109	64.1403	8.72665	2.90888	220.567	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-431676
23.4	3561.46	4946.48	814.513	6.87549	8.01754	0	45.5517	83.3422	5.68151	64.1403	8.72665	2.90888	232.943	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-248777
23.7	3562.15	4947.44	814.588	6.87549	8.01754	0	45.5606	83.3498	5.68262	64.1403	8.72665	2.90888	245.319	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-20498.5
24	3556.88	4940.11	813.877	6.87549	8.01754	0	45.4931	83.2771	5.6742	64.1403	8.72665	2.90888	257.695	12.3759	8	0	-8	0	0	0	0	0	0	0	0	167840
24.3	3547.44	4927.01	812.614	6.87549	8.01754	0	45.3724	83.1478	5.65915	64.1403	8.72665	2.90888	270.071	12.3759	8	0	-8	0	0	0	0	0	0	0	0	243225
24.6	3537.46	4913.14	811.266	6.87549	8.01754	0	45.2447	83.0099	5.64322	64.1403	8.72665	2.90888	282.446	12.3759	8	0	-8	0	0	0	0	0	0	0	0	170986
24.9	3531.32	4904.61	810.425	6.87549	8.01754	0	45.1662	82.9239	5.63342	64.1403	8.72665	2.90888	294.822	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-25826.3
25.2	3531.94	4905.47	810.488	6.87549	8.01754	0	45.1741	82.9303	5.63441	64.1403	8.72665	2.90888	307.198	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-265771
25.5	3539.08	4915.4	811.427	6.87549	8.01754	0	45.2655	83.0264	5.64581	64.1403	8.72665	2.90888	319.574	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-445809
25.8	3549.5	4929.86	812.805	6.87549	8.01754	0	45.3987	83.1674	5.66243	64.1403	8.72665	2.90888	331.95	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-493621
26.1	3558.79	4942.76	814.03	6.87549	8.01754	0	45.5175	83.2927	5.67724	64.1403	8.72665	2.90888	344.326	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-398411
26.4	3563.5	4949.31	814.654	6.87549	8.01754	0	45.5778	83.3566	5.68477	64.1403	8.72665	2.90888	356.702	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-204536
26.7	3562.13	4947.4	814.478	6.87549	8.01754	0	45.5602	83.3386	5.68257	64.1403	8.72665	2.90888	9.07762	12.3759	8	0	-8	0	0	0	0	0	0	0	0	10591.6
27	3555.1	4937.65	813.56	6.87549	8.01754	0	45.4704	83.2446	5.67137	64.1403	8.72665	2.90888	21.4535	12.3759	8	0	-8	0	0	0	0	0	0	0	0	162751
27.3	3544.84	4923.4	812.206	6.87549	8.01754	0	45.3392	83.1061	5.655	64.1403	8.72665	2.90888	33.8294	12.3759	8	0	-8	0	0	0	0	0	0	0	0	188644
27.6	3535.37	4910.24	810.947	6.87549	8.01754	0	45.2181	82.9773	5.63989	64.1403	8.72665	2.90888	46.2053	12.3759	8	0	-8	0	0	0	0	0	0	0	0	69399.1
27.9	3530.89	4904.02	810.348	6.87549	8.01754	0	45.1607	82.916	5.63274	64.1403	8.72665	2.90888	58.5811	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-152107
28.2	3533.44	4907.56	810.693	6.87549	8.01754	0	45.1933	82.9512	5.63681	64.1403	8.72665	2.90888	70.957	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-382741
28.5	3541.82	4919.19	811.818	6.87549	8.01754	0	45.3005	83.0664	5.65017	64.1403	8.72665	2.90888	83.3329	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-523727
28.8	3552.16	4933.56	813.207	6.87549	8.01754	0	45.4328	83.2085	5.66668	64.1403	8.72665	2.90888	95.7088	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-520182
29.1	3560.17	4944.68	814.284	6.87549	8.01754	0	45.5352	83.3187	5.67945	64.1403	8.72665	2.90888	108.085	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-380585
29.4	3562.95	4948.54	814.673	6.87549	8.01754	0	45.5708	83.3585	5.68388	64.1403	8.72665	2.90888	120.461	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-162206
29.7	3559.59	4943.88	814.254	6.87549	8.01754	0	45.5278	83.3156	5.67852	64.1403	8.72665	2.90888	132.836	12.3759	8	0	-8	0	0	0	0	0	0	0	0	52165.8
30	3551.14	4932.15	813.162	6.87549	8.01754	0	45.4198	83.2039	5.66505	64.1403	8.72665	2.90888	145.212	12.3759	8	0	-8	0	0	0	0	0	0	0	0	181314
30.3	3540.58	4917.48	811.775	6.87549	8.01754	0	45.2847	83.062	5.6482	64.1403	8.72665	2.90888	157.588	12.3759	8	0	-8	0	0	0	0	0	0	0	0	172686
30.6	3532.21	4905.85	810.664	6.87549	8.01754	0	45.1776	82.9483	5.63485	64.1403	8.72665	2.90888	169.964	12.3759	8	0	-8	0	0	0	0	0	0	0	0	24726.3
30.9	3529.87	4902.61	810.345	6.87549	8.01754	0	45.1477	82.9157	5.63112	64.1403	8.72665	2.90888	182.34	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-202067
31.2	3534.64	4909.22	810.97	6.87549	8.01754	0	45.2086	82.9796	5.63872	64.1403	8.72665	2.90888	194.716	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-407329
31.5	3544.32	4922.67	812.245	6.87549	8.01754	0	45.3325	83.1101	5.65416	64.1403	8.72665	2.90888	207.092	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-501524
31.8	3554.62	4936.98	813.597	6.87549	8.01754	0	45.4642	83.2484	5.6706	64.1403	8.72665	2.90888	219.468	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-449065
32.1	3561.53	4946.57	814.496	6.87549	8.01754	0	45.5526	83.3404	5.68162	64.1403	8.72665	2.90888	231.843	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-275688
32.4	3562.72	4948.22	814.643	6.87549	8.01754	0	45.5678	83.3554	5.68351	64.1403	8.72665	2.90888	244.219	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-49274.5
32.7	3557.87	4941.49	813.995	6.87549	8.01754	0	45.5058	83.2892	5.67578	64.1403	8.72665	2.90888	256.595	12.3759	8	0	-8	0	0	0	0	0	0	0	0	145154
33	3548.63	4928.65	812.764	6.87549	8.01754	0	45.3876	83.1632	5.66103	64.1403	8.72665	2.90888	268.971	12.3759	8	0	-8	0	0	0	0	0	0	0	0	232331
33.3	3538.46	4914.52	811.399	6.87549	8.01754	0	45.2575	83.0235	5.64481	64.1403	8.72665	2.90888	281.347	12.3759	8	0	-8	0	0	0	0	0	0	0	0	173359
33.6	3531.76	4905.23	810.489	6.87549	8.01754	0	45.1719	82.9304	5.63414	64.1403	8.72665	2.90888	293.723	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-14355.7
33.9	3531.71	4905.15	810.465	6.87549	8.01754	0	45.1712	82.9279	5.63404	64.1403	8.72665	2.90888	306.099	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-253652
34.2	3538.34	4914.36	811.337	6.87549	8.01754	0	45.256	83.0172	5.64462	64.1403	8.72665	2.90888	318.475	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-441302
34.5	3548.63	4928.65	812.699	6.87549	8.01754	0	45.3876	83.1565	5.66104	64.1403	8.72665	2.90888	330.851	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-500531
34.8	3558.16	4941.9	813.959	6.87549	8.01754	0	45.5096	83.2854	5.67625	64.1403	8.72665	2.90888	343.226	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-414980
35.1	3563.38	4949.14	814.648	6.87549	8.01754	0	45.5762	83.356	5.68457	64.1403	8.72665	2.90888	355.602	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-225069
35.4	3562.55	4947.99	814.544	6.87549	8.01754	0	45.5656	83.3454	5.68324	64.1403	8.72665	2.90888	7.97819	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-6409.39
35.7	3555.96	4938.83	813.683	6.87549	8.01754	0	45.4813	83.2572	5.67273	64.1403	8.72665	2.90888	20.3541	12.3759	8	0	-8	0	0	0	0	0	0	0	0	156294
36	3545.85	4924.79	812.35	6.87549	8.01754	0	45.352	83.1208	5.6566	64.1403	8.72665	2.90888	32.73	12.3759	8	0	-8	0	0	0	0	0	0	0	0	196622
36.3	3536.13	4911.3	811.058	6.87549	8.01754	0	45.2278	82.9886	5.64111	64.1403	8.72665	2.90888	45.1058	12.3759	8	0	-8	0	0	0	0	0	0	0	0	90961.4
36.6	3531.1	4904.3	810.384	6.87549	8.01754	0	45.1633	82.9196	5.63307	64.1403	8.72665	2.90888	57.4817	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-123608
36.9	3533.05	4907.02	810.646	6.87549	8.01754	0	45.1884	82.9464	5.63619	64.1403	8.72665	2.90888	69.8576	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-356981
37.2	3541.09	4918.18	811.72	6.87549	8.01754	0	45.2912	83.0564	5.64901	64.1403	8.72665	2.90888	82.2335	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-508658
37.5	3551.49	4932.62	813.112	6.87549	8.01754	0	45.4242	83.1988	5.6656	64.1403	8.72665	2.90888	94.6094	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-518473
37.8	3559.89	4944.29	814.235	6.87549	8.01754	0	45.5316	83.3137	5.679	64.1403	8.72665	2.90888	106.985	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-389567
38.1	3563.24	4948.94	814.694	6.87549	8.01754	0	45.5744	83.3607	5.68434	64.1403	8.72665	2.90888	119.361	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-175701
38.4	3560.44	4945.06	814.345	6.87549	8.01754	0	45.5387	83.3249	5.67989	64.1403	8.72665	2.90888	131.737	12.3759	8	0	-8	0	0	0	0	0	0	0	0	41566.4
38.7	3552.39	4933.88	813.301	6.87549	8.01754	0	45.4357	83.2181	5.66704	64.1403	8.72665	2.90888	144.113	12.3759	8	0	-8	0	0	0	0	0	0	0	0	179782
39	3541.88	4919.28	811.919	6.87549	8.01754	0	45.3013	83.0767	5.65027	64.1403	8.72665	2.90888	156.489	12.3759	8	0	-8	0	0	0	0	0	0	0	0	182961
39.3	3533.15	4907.16	810.759	6.87549	8.01754	0	45.1897	82.958	5.63635	64.1403	8.72665	2.90888	168.865	12.3759	8	0	-8	0	0	0	0	0	0	0	0	44262.6
39.6	3530.19	4903.05	810.357	6.87549	8.01754	0	45.1518	82.9169	5.63163	64.1403	8.72665	2.90888	181.241	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-180896
39.9	3534.35	4908.83	810.903	6.87549	8.01754	0	45.205	82.9727	5.63827	64.1403	8.72665	2.90888	193.616	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-393790
40.2	3543.73	4921.85	812.141	6.87549	8.01754	0	45.325	83.0994	5.65323	64.1403	8.72665	2.90888	205.992	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-501739
40.5	3554.13	4936.3	813.51	6.87549	8.01754	0	45.458	83.2395	5.66982	64.1403	8.72665	2.90888	218.368	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-463409
40.8	3561.42	4946.42	814.464	6.87549	8.01754	0	45.5512	83.3371	5.68145	64.1403	8.72665	2.90888	230.744	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-299593
41.1	3563.13	4948.79	814.683	6.87549	8.01754	0	45.573	83.3595	5.68417	64.1403	8.72665	2.90888	243.12	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-75380.9
41.4	3558.74	4942.7	814.1	6.87549	8.01754	0	45.517	83.2999	5.67717	64.1403	8.72665	2.90888	255.496	12.3759	8	0	-8	0	0	0	0	0	0	0	0	124757
41.7	3549.73	4930.18	812.905	6.87549	8.01754	0	45.4017	83.1776	5.66279	64.1403	8.72665	2.90888	267.872	12.3759	8	0	-8	0	0	0	0	0	0	0	0	223455
42	3539.43	4915.87	811.527	6.87549	8.01754	0	45.2699	83.0366	5.64636	64.1403	8.72665	2.90888	280.248	12.3759	8	0	-8	0	0	0	0	0	0	0	0	177766
42.3	3532.23	4905.87	810.554	6.87549	8.01754	0	45.1778	82.937	5.63487	64.1403	8.72665	2.90888	292.623	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-479.084
42.6	3531.5	4904.86	810.442	6.87549	8.01754	0	45.1685	82.9256	5.63371	64.1403	8.72665	2.90888	304.999	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-238650
42.9	3537.6	4913.34	811.245	6.87549	8.01754	0	45.2466	83.0078	5.64345	64.1403	8.72665	2.90888	317.375	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-433788
43.2	3547.73	4927.4	812.587	6.87549	8.01754	0	45.3761	83.145	5.6596	64.1403	8.72665	2.90888	329.751	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-504922
43.5	3557.49	4940.97	813.877	6.87549	8.01754	0	45.501	83.2771	5.67518	64.1403	8.72665	2.90888	342.127	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-429974
43.8	3563.19	4948.88	814.631	6.87549	8.01754	0	45.5738	83.3542	5.68427	64.1403	8.72665	2.90888	354.503	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-245279
44.1	3562.91	4948.49	814.599	6.87549	8.01754	0	45.5702	83.351	5.68382	64.1403	8.72665	2.90888	6.87877	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-24346.7
44.4	3556.77	4939.96	813.797	6.87549	8.01754	0	45.4917	83.2689	5.67403	64.1403	8.72665	2.90888	19.2547	12.3759	8	0	-8	0	0	0	0	0	0	0	0	147809
44.7	3546.84	4926.17	812.489	6.87549	8.01754	0	45.3647	83.135	5.65818	64.1403	8.72665	2.90888	31.6305	12.3759	8	0	-8	0	0	0	0	0	0	0	0	201896
45	3536.91	4912.38	811.169	6.87549	8.01754	0	45.2377	83	5.64235	64.1403	8.72665	2.90888	44.0064	12.3759	8	0	-8	0	0	0	0	0	0	0	0	109702
45.3	3531.34	4904.64	810.422	6.87549	8.01754	0	45.1664	82.9235	5.63345	64.1403	8.72665	2.90888	56.3823	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-97468.2
45.6	3532.68	4906.51	810.599	6.87549	8.01754	0	45.1837	82.9417	5.6356	64.1403	8.72665	2.90888	68.7582	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-332927
45.9	3540.33	4917.12	811.619	6.87549	8.01754	0	45.2814	83.046	5.6478	64.1403	8.72665	2.90888	81.1341	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-494878
46.2	3550.73	4931.57	813.008	6.87549	8.01754	0	45.4144	83.1881	5.66439	64.1403	8.72665	2.90888	93.5099	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-518041
46.5	3559.48	4943.73	814.174	6.87549	8.01754	0	45.5264	83.3075	5.67836	64.1403	8.72665	2.90888	105.886	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-400090
46.8	3563.38	4949.14	814.702	6.87549	8.01754	0	45.5763	83.3614	5.68457	64.1403	8.72665	2.90888	118.262	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-191159
47.1	3561.16	4946.05	814.423	6.87549	8.01754	0	45.5478	83.333	5.68102	64.1403	8.72665	2.90888	130.638	12.3759	8	0	-8	0	0	0	0	0	0	0	0	28650.4
47.4	3553.51	4935.43	813.43	6.87549	8.01754	0	45.45	83.2313	5.66882	64.1403	8.72665	2.90888	143.013	12.3759	8	0	-8	0	0	0	0	0	0	0	0	175863
47.7	3543.08	4920.94	812.057	6.87549	8.01754	0	45.3166	83.0909	5.65218	64.1403	8.72665	2.90888	155.389	12.3759	8	0	-8	0	0	0	0	0	0	0	0	191229
48	3534.02	4908.37	810.853	6.87549	8.01754	0	45.2008	82.9676	5.63774	64.1403	8.72665	2.90888	167.765	12.3759	8	0	-8	0	0	0	0	0	0	0	0	62718.6
48.3	3530.45	4903.41	810.37	6.87549	8.01754	0	45.1551	82.9182	5.63204	64.1403	8.72665	2.90888	180.141	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-159520
48.6	3534	4908.34	810.835	6.87549	8.01754	0	45.2005	82.9658	5.63771	64.1403	8.72665	2.90888	192.517	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-378827
48.9	3543.05	4920.91	812.031	6.87549	8.01754	0	45.3163	83.0882	5.65214	64.1403	8.72665	2.90888	204.893	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-499763
49.2	3553.52	4935.45	813.413	6.87549	8.01754	0	45.4502	83.2296	5.66885	64.1403	8.72665	2.90888	217.269	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-475346
49.5	3561.2	4946.11	814.42	6.87549	8.01754	0	45.5483	83.3326	5.68109	64.1403	8.72665	2.90888	229.645	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-321343
49.8	3563.42	4949.19	814.71	6.87549	8.01754	0	45.5768	83.3623	5.68463	64.1403	8.72665	2.90888	242.021	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-99798.1
50.1	3559.51	4943.77	814.195	6.87549	8.01754	0	45.5268	83.3096	5.6784	64.1403	8.72665	2.90888	254.396	12.3759	8	0	-8	0	0	0	0	0	0	0	0	105491
50.4	3550.77	4931.63	813.039	6.87549	8.01754	0	45.415	83.1913	5.66445	64.1403	8.72665	2.90888	266.772	12.3759	8	0	-8	0	0	0	0	0	0	0	0	215439
50.7	3540.38	4917.2	811.654	6.87549	8.01754	0	45.2822	83.0496	5.64789	64.1403	8.72665	2.90888	279.148	12.3759	8	0	-8	0	0	0	0	0	0	0	0	183057
51	3532.71	4906.55	810.621	6.87549	8.01754	0	45.184	82.9439	5.63565	64.1403	8.72665	2.90888	291.524	12.3759	8	0	-8	0	0	0	0	0	0	0	0	14703.1
51.3	3531.33	4904.62	810.423	6.87549	8.01754	0	45.1663	82.9236	5.63344	64.1403	8.72665	2.90888	303.9	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-221746
51.6	3536.88	4912.33	811.153	6.87549	8.01754	0	45.2373	82.9984	5.6423	64.1403	8.72665	2.90888	316.276	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-423997
51.9	3546.82	4926.14	812.47	6.87549	8.01754	0	45.3644	83.1331	5.65815	64.1403	8.72665	2.90888	328.652	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-507242
52.2	3556.78	4939.98	813.788	6.87549	8.01754	0	45.4919	83.268	5.67404	64.1403	8.72665	2.90888	341.028	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-443600
52.5	3562.94	4948.52	814.602	6.87549	8.01754	0	45.5706	83.3513	5.68386	64.1403	8.72665	2.90888	353.403	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-265092
52.8	3563.21	4948.91	814.644	6.87549	8.01754	0	45.5741	83.3555	5.6843	64.1403	8.72665	2.90888	5.77935	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-42963.6
53.1	3557.55	4941.04	813.904	6.87549	8.01754	0	45.5016	83.2799	5.67526	64.1403	8.72665	2.90888	18.1552	12.3759	8	0	-8	0	0	0	0	0	0	0	0	137674
53.4	3547.82	4927.53	812.625	6.87549	8.01754	0	45.3773	83.1489	5.65975	64.1403	8.72665	2.90888	30.5311	12.3759	8	0	-8	0	0	0	0	0	0	0	0	204956
53.7	3537.71	4913.49	811.281	6.87549	8.01754	0	45.248	83.0114	5.64363	64.1403	8.72665	2.90888	42.907	12.3759	8	0	-8	0	0	0	0	0	0	0	0	126194
54	3531.61	4905.02	810.463	6.87549	8.01754	0	45.17	82.9277	5.6339	64.1403	8.72665	2.90888	55.2829	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-73059.6
54.3	3532.34	4906.03	810.556	6.87549	8.01754	0	45.1792	82.9372	5.63505	64.1403	8.72665	2.90888	67.6588	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-309881
54.6	3539.55	4916.05	811.516	6.87549	8.01754	0	45.2715	83.0355	5.64656	64.1403	8.72665	2.90888	80.0346	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-481608
54.9	3549.91	4930.43	812.897	6.87549	8.01754	0	45.404	83.1768	5.66308	64.1403	8.72665	2.90888	92.4105	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-518098
55.2	3558.99	4943.04	814.103	6.87549	8.01754	0	45.5201	83.3002	5.67756	64.1403	8.72665	2.90888	104.786	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-411398
55.5	3563.42	4949.2	814.698	6.87549	8.01754	0	45.5768	83.3611	5.68463	64.1403	8.72665	2.90888	117.162	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-207885
55.8	3561.76	4946.89	814.492	6.87549	8.01754	0	45.5555	83.34	5.68198	64.1403	8.72665	2.90888	129.538	12.3759	8	0	-8	0	0	0	0	0	0	0	0	14009.7
56.1	3554.52	4936.84	813.551	6.87549	8.01754	0	45.463	83.2437	5.67044	64.1403	8.72665	2.90888	141.914	12.3759	8	0	-8	0	0	0	0	0	0	0	0	170031
56.4	3544.2	4922.51	812.192	6.87549	8.01754	0	45.331	83.1047	5.65398	64.1403	8.72665	2.90888	154.29	12.3759	8	0	-8	0	0	0	0	0	0	0	0	197764
56.7	3534.86	4909.52	810.949	6.87549	8.01754	0	45.2114	82.9774	5.63907	64.1403	8.72665	2.90888	166.666	12.3759	8	0	-8	0	0	0	0	0	0	0	0	80160
57	3530.69	4903.73	810.385	6.87549	8.01754	0	45.1581	82.9198	5.63241	64.1403	8.72665	2.90888	179.042	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-138038
57.3	3533.62	4907.8	810.768	6.87549	8.01754	0	45.1956	82.959	5.63709	64.1403	8.72665	2.90888	191.418	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-362662
57.6	3542.31	4919.88	811.919	6.87549	8.01754	0	45.3068	83.0767	5.65096	64.1403	8.72665	2.90888	203.793	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-495908
57.9	3552.83	4934.48	813.309	6.87549	8.01754	0	45.4413	83.2189	5.66774	64.1403	8.72665	2.90888	216.169	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-485277
58.2	3560.87	4945.65	814.367	6.87549	8.01754	0	45.5441	83.3272	5.68056	64.1403	8.72665	2.90888	228.545	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-341404
58.5	3563.61	4949.46	814.728	6.87549	8.01754	0	45.5792	83.3641	5.68494	64.1403	8.72665	2.90888	240.921	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-123017
58.8	3560.2	4944.73	814.28	6.87549	8.01754	0	45.5356	83.3183	5.6795	64.1403	8.72665	2.90888	253.297	12.3759	8	0	-8	0	0	0	0	0	0	0	0	86834.5
59.1	3551.77	4933.01	813.168	6.87549	8.01754	0	45.4277	83.2045	5.66605	64.1403	8.72665	2.90888	265.673	12.3759	8	0	-8	0	0	0	0	0	0	0	0	207668
59.4	3541.34	4918.53	811.78	6.87549	8.01754	0	45.2943	83.0625	5.64941	64.1403	8.72665	2.90888	278.049	12.3759	8	0	-8	0	0	0	0	0	0	0	0	188617
59.7	3533.23	4907.27	810.692	6.87549	8.01754	0	45.1907	82.9512	5.63648	64.1403	8.72665	2.90888	290.425	12.3759	8	0	-8	0	0	0	0	0	0	0	0	30581.9
60	3531.2	4904.44	810.408	6.87549	8.01754	0	45.1646	82.9221	5.63323	64.1403	8.72665	2.90888	302.801	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-203471
60.3	3536.18	4911.37	811.064	6.87549	8.01754	0	45.2284	82.9892	5.64118	64.1403	8.72665	2.90888	315.176	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-412358
60.6	3545.89	4924.85	812.351	6.87549	8.01754	0	45.3526	83.1209	5.65667	64.1403	8.72665	2.90888	327.552	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-507717
60.9	3556.03	4938.93	813.693	6.87549	8.01754	0	45.4823	83.2582	5.67285	64.1403	8.72665	2.90888	339.928	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-455943
61.2	3562.63	4948.1	814.565	6.87549	8.01754	0	45.5667	83.3475	5.68337	64.1403	8.72665	2.90888	352.304	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-284491
61.5	3563.46	4949.25	814.68	6.87549	8.01754	0	45.5773	83.3592	5.6847	64.1403	8.72665	2.90888	4.67993	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-62136.7
61.8	3558.28	4942.06	814.004	6.87549	8.01754	0	45.511	83.2901	5.67643	64.1403	8.72665	2.90888	17.0558	12.3759	8	0	-8	0	0	0	0	0	0	0	0	126157
