Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
Min	0 [0s]	0 [0s]	770.396 [0s]	6.87549 [0s]	8.01754 [0.3s]	0 [0s]	0 [0s]	82.8846 [1.8s]	0 [0s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	0 [0s]	12.3759 [0s]	6.32 [0s]	0 [0s]	-8 [0.3s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	-638362 [2.4s]
Max	3563.94 [259.2s]	4949.92 [259.2s]	814.751 [259.2s]	6.87549 [0s]	10.1488 [0s]	0 [0s]	45.5834 [259.2s]	126.307 [0s]	5.68546 [259.2s]	64.1403 [0s]	8.72665 [0s]	2.90888 [0s]	359.747 [297s]	12.3759 [0s]	8 [0.3s]	0 [0s]	-6.32 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	0 [0s]	296420 [6.9s]
Mean	3544.15	4922.43	812.568	6.87549	8.01966	0	45.3303	83.1904	5.65389	64.1403	8.72665	2.90888	178.502	12.3759	7.99833	0	-7.99833	0	0	0	0	0	0	0	0	-151577
Standard deviation	112.621	156.418	2.03476	nan	0.067295	0	1.44044	1.37183	0.179661	nan	1.89781e-06	nan	104.226	nan	0.0530468	0	0.0530468	0	0	0	0	0	0	0	0	256401
----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
62.1	3548.79	4928.87	812.756	6.87549	8.01754	0	45.3896	83.1624	5.66129	64.1403	8.72665	2.90888	29.4317	12.3759	8	0	-8	0	0	0	0	0	0	0	0	206146
62.4	3538.54	4914.64	811.394	6.87549	8.01754	0	45.2585	83.023	5.64494	64.1403	8.72665	2.90888	41.8076	12.3759	8	0	-8	0	0	0	0	0	0	0	0	140794
62.7	3531.93	4905.46	810.509	6.87549	8.01754	0	45.174	82.9324	5.6344	64.1403	8.72665	2.90888	54.1835	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-50025.4
63	3532.03	4905.59	810.516	6.87549	8.01754	0	45.1752	82.9332	5.63455	64.1403	8.72665	2.90888	66.5593	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-287452
63.3	3538.77	4914.97	811.413	6.87549	8.01754	0	45.2616	83.0249	5.64532	64.1403	8.72665	2.90888	78.9352	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-468427
63.6	3549.05	4929.23	812.781	6.87549	8.01754	0	45.3929	83.1649	5.6617	64.1403	8.72665	2.90888	91.3111	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-518167
63.9	3558.41	4942.24	814.024	6.87549	8.01754	0	45.5127	83.2921	5.67664	64.1403	8.72665	2.90888	103.687	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-423045
64.2	3563.37	4949.12	814.685	6.87549	8.01754	0	45.5761	83.3598	5.68455	64.1403	8.72665	2.90888	116.063	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-225442
64.5	3562.27	4947.6	814.551	6.87549	8.01754	0	45.562	83.346	5.6828	64.1403	8.72665	2.90888	128.439	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-1985.04
64.8	3555.46	4938.15	813.665	6.87549	8.01754	0	45.475	83.2554	5.67194	64.1403	8.72665	2.90888	140.815	12.3759	8	0	-8	0	0	0	0	0	0	0	0	162527
65.1	3545.28	4924	812.325	6.87549	8.01754	0	45.3448	83.1183	5.6557	64.1403	8.72665	2.90888	153.191	12.3759	8	0	-8	0	0	0	0	0	0	0	0	202648
65.4	3535.67	4910.66	811.047	6.87549	8.01754	0	45.2219	82.9875	5.64037	64.1403	8.72665	2.90888	165.566	12.3759	8	0	-8	0	0	0	0	0	0	0	0	96571.1
65.7	3530.92	4904.06	810.406	6.87549	8.01754	0	45.1611	82.9219	5.63279	64.1403	8.72665	2.90888	177.942	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-116579
66	3533.22	4907.26	810.705	6.87549	8.01754	0	45.1905	82.9525	5.63646	64.1403	8.72665	2.90888	190.318	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-345486
66.3	3541.54	4918.8	811.806	6.87549	8.01754	0	45.2969	83.0651	5.64973	64.1403	8.72665	2.90888	202.694	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-490412
66.6	3552.06	4933.42	813.199	6.87549	8.01754	0	45.4315	83.2077	5.66651	64.1403	8.72665	2.90888	215.07	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-493490
66.9	3560.45	4945.07	814.304	6.87549	8.01754	0	45.5388	83.3208	5.6799	64.1403	8.72665	2.90888	227.446	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-360088
67.2	3563.71	4949.6	814.735	6.87549	8.01754	0	45.5805	83.3648	5.6851	64.1403	8.72665	2.90888	239.822	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-145426
67.5	3560.82	4945.58	814.356	6.87549	8.01754	0	45.5435	83.3261	5.68048	64.1403	8.72665	2.90888	252.198	12.3759	8	0	-8	0	0	0	0	0	0	0	0	68462.2
67.8	3552.72	4934.34	813.292	6.87549	8.01754	0	45.44	83.2172	5.66757	64.1403	8.72665	2.90888	264.573	12.3759	8	0	-8	0	0	0	0	0	0	0	0	199775
68.1	3542.29	4919.85	811.906	6.87549	8.01754	0	45.3065	83.0754	5.65093	64.1403	8.72665	2.90888	276.949	12.3759	8	0	-8	0	0	0	0	0	0	0	0	194006
68.4	3533.79	4908.04	810.767	6.87549	8.01754	0	45.1978	82.9588	5.63737	64.1403	8.72665	2.90888	289.325	12.3759	8	0	-8	0	0	0	0	0	0	0	0	46729.4
68.7	3531.12	4904.33	810.4	6.87549	8.01754	0	45.1636	82.9213	5.6331	64.1403	8.72665	2.90888	301.701	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-184208
69	3535.52	4910.44	810.978	6.87549	8.01754	0	45.2199	82.9804	5.64012	64.1403	8.72665	2.90888	314.077	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-399156
69.3	3544.96	4923.56	812.23	6.87549	8.01754	0	45.3407	83.1085	5.65519	64.1403	8.72665	2.90888	326.453	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-506524
69.6	3555.24	4937.84	813.591	6.87549	8.01754	0	45.4722	83.2478	5.67159	64.1403	8.72665	2.90888	338.829	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-467069
69.9	3562.27	4947.61	814.521	6.87549	8.01754	0	45.5621	83.3429	5.68281	64.1403	8.72665	2.90888	351.205	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-303423
70.2	3563.66	4949.53	814.708	6.87549	8.01754	0	45.5798	83.3621	5.68501	64.1403	8.72665	2.90888	3.58051	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-81728.2
70.5	3558.97	4943.02	814.097	6.87549	8.01754	0	45.5199	83.2996	5.67754	64.1403	8.72665	2.90888	15.9564	12.3759	8	0	-8	0	0	0	0	0	0	0	0	113451
70.8	3549.74	4930.2	812.885	6.87549	8.01754	0	45.4018	83.1756	5.66281	64.1403	8.72665	2.90888	28.3323	12.3759	8	0	-8	0	0	0	0	0	0	0	0	205673
71.1	3539.38	4915.81	811.51	6.87549	8.01754	0	45.2694	83.0348	5.64629	64.1403	8.72665	2.90888	40.7082	12.3759	8	0	-8	0	0	0	0	0	0	0	0	153739
71.4	3532.29	4905.96	810.56	6.87549	8.01754	0	45.1787	82.9377	5.63498	64.1403	8.72665	2.90888	53.084	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-28085.3
71.7	3531.75	4905.21	810.481	6.87549	8.01754	0	45.1717	82.9296	5.63411	64.1403	8.72665	2.90888	65.4599	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-265328
72	3538.01	4913.9	811.311	6.87549	8.01754	0	45.2517	83.0145	5.64409	64.1403	8.72665	2.90888	77.8358	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-454982
72.3	3548.15	4927.99	812.661	6.87549	8.01754	0	45.3815	83.1526	5.66028	64.1403	8.72665	2.90888	90.2117	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-517884
72.6	3557.77	4941.35	813.937	6.87549	8.01754	0	45.5046	83.2832	5.67563	64.1403	8.72665	2.90888	102.588	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-434636
72.9	3563.23	4948.94	814.664	6.87549	8.01754	0	45.5744	83.3575	5.68434	64.1403	8.72665	2.90888	114.963	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-243495
73.2	3562.69	4948.19	814.601	6.87549	8.01754	0	45.5675	83.3512	5.68347	64.1403	8.72665	2.90888	127.339	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-19067.9
73.5	3556.34	4939.36	813.774	6.87549	8.01754	0	45.4862	83.2666	5.67334	64.1403	8.72665	2.90888	139.715	12.3759	8	0	-8	0	0	0	0	0	0	0	0	153539
73.8	3546.33	4925.45	812.456	6.87549	8.01754	0	45.3581	83.1317	5.65736	64.1403	8.72665	2.90888	152.091	12.3759	8	0	-8	0	0	0	0	0	0	0	0	206017
74.1	3536.49	4911.79	811.148	6.87549	8.01754	0	45.2323	82.9978	5.64167	64.1403	8.72665	2.90888	164.467	12.3759	8	0	-8	0	0	0	0	0	0	0	0	111955
74.4	3531.17	4904.4	810.432	6.87549	8.01754	0	45.1643	82.9246	5.63319	64.1403	8.72665	2.90888	176.843	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-95232.7
74.7	3532.84	4906.72	810.647	6.87549	8.01754	0	45.1856	82.9466	5.63585	64.1403	8.72665	2.90888	189.219	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-327442
75	3540.74	4917.7	811.693	6.87549	8.01754	0	45.2867	83.0536	5.64846	64.1403	8.72665	2.90888	201.595	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-483438
75.3	3551.24	4932.29	813.085	6.87549	8.01754	0	45.4211	83.196	5.66521	64.1403	8.72665	2.90888	213.97	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-500127
75.6	3559.96	4944.39	814.234	6.87549	8.01754	0	45.5325	83.3136	5.67912	64.1403	8.72665	2.90888	226.346	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-377512
75.9	3563.73	4949.63	814.733	6.87549	8.01754	0	45.5808	83.3647	5.68513	64.1403	8.72665	2.90888	238.722	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-167191
76.2	3561.37	4946.35	814.425	6.87549	8.01754	0	45.5505	83.3332	5.68136	64.1403	8.72665	2.90888	251.098	12.3759	8	0	-8	0	0	0	0	0	0	0	0	50106.7
76.5	3553.64	4935.61	813.41	6.87549	8.01754	0	45.4517	83.2293	5.66903	64.1403	8.72665	2.90888	263.474	12.3759	8	0	-8	0	0	0	0	0	0	0	0	191426
76.8	3543.24	4921.17	812.033	6.87549	8.01754	0	45.3187	83.0883	5.65245	64.1403	8.72665	2.90888	275.85	12.3759	8	0	-8	0	0	0	0	0	0	0	0	198909
77.1	3534.38	4908.87	810.847	6.87549	8.01754	0	45.2054	82.967	5.63831	64.1403	8.72665	2.90888	288.226	12.3759	8	0	-8	0	0	0	0	0	0	0	0	62825.1
77.4	3531.09	4904.29	810.397	6.87549	8.01754	0	45.1633	82.921	5.63306	64.1403	8.72665	2.90888	300.602	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-164252
77.7	3534.89	4909.57	810.896	6.87549	8.01754	0	45.2119	82.9721	5.63912	64.1403	8.72665	2.90888	312.978	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-384612
78	3544.04	4922.28	812.109	6.87549	8.01754	0	45.3289	83.0961	5.65371	64.1403	8.72665	2.90888	325.353	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-503797
78.3	3554.43	4936.71	813.485	6.87549	8.01754	0	45.4618	83.237	5.67029	64.1403	8.72665	2.90888	337.729	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-476969
78.6	3561.87	4947.05	814.469	6.87549	8.01754	0	45.557	83.3377	5.68216	64.1403	8.72665	2.90888	350.105	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-321824
78.9	3563.8	4949.73	814.729	6.87549	8.01754	0	45.5817	83.3642	5.68525	64.1403	8.72665	2.90888	2.48108	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-101618
79.2	3559.62	4943.91	814.184	6.87549	8.01754	0	45.5281	83.3085	5.67857	64.1403	8.72665	2.90888	14.857	12.3759	8	0	-8	0	0	0	0	0	0	0	0	99656.7
79.5	3550.68	4931.5	813.011	6.87549	8.01754	0	45.4138	83.1884	5.66431	64.1403	8.72665	2.90888	27.2328	12.3759	8	0	-8	0	0	0	0	0	0	0	0	203693
79.8	3540.25	4917.01	811.627	6.87549	8.01754	0	45.2804	83.0468	5.64767	64.1403	8.72665	2.90888	39.6087	12.3759	8	0	-8	0	0	0	0	0	0	0	0	165198
80.1	3532.7	4906.53	810.616	6.87549	8.01754	0	45.1838	82.9434	5.63563	64.1403	8.72665	2.90888	51.9846	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-7105.19
80.4	3531.52	4904.89	810.452	6.87549	8.01754	0	45.1688	82.9266	5.63375	64.1403	8.72665	2.90888	64.3605	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-243370
80.7	3537.25	4912.85	811.211	6.87549	8.01754	0	45.2421	83.0043	5.64289	64.1403	8.72665	2.90888	76.7364	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-441054
81	3547.24	4926.72	812.538	6.87549	8.01754	0	45.3698	83.1401	5.65882	64.1403	8.72665	2.90888	89.1123	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-516989
81.3	3557.08	4940.4	813.844	6.87549	8.01754	0	45.4957	83.2737	5.67453	64.1403	8.72665	2.90888	101.488	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-445914
81.6	3563.02	4948.64	814.633	6.87549	8.01754	0	45.5717	83.3544	5.684	64.1403	8.72665	2.90888	113.864	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-261781
81.9	3563.04	4948.67	814.643	6.87549	8.01754	0	45.5719	83.3555	5.68403	64.1403	8.72665	2.90888	126.24	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-36988.7
82.2	3557.16	4940.51	813.878	6.87549	8.01754	0	45.4967	83.2771	5.67465	64.1403	8.72665	2.90888	138.616	12.3759	8	0	-8	0	0	0	0	0	0	0	0	143234
82.5	3547.34	4926.87	812.586	6.87549	8.01754	0	45.3712	83.145	5.65899	64.1403	8.72665	2.90888	150.992	12.3759	8	0	-8	0	0	0	0	0	0	0	0	207955
82.8	3537.31	4912.93	811.252	6.87549	8.01754	0	45.2428	83.0085	5.64298	64.1403	8.72665	2.90888	163.368	12.3759	8	0	-8	0	0	0	0	0	0	0	0	126260
83.1	3531.45	4904.79	810.464	6.87549	8.01754	0	45.1679	82.9279	5.63363	64.1403	8.72665	2.90888	175.743	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-74104.6
83.4	3532.48	4906.22	810.594	6.87549	8.01754	0	45.181	82.9411	5.63528	64.1403	8.72665	2.90888	188.119	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-308661
83.7	3539.94	4916.58	811.581	6.87549	8.01754	0	45.2764	83.0421	5.64718	64.1403	8.72665	2.90888	200.495	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-475096
84	3550.39	4931.1	812.967	6.87549	8.01754	0	45.4101	83.1839	5.66385	64.1403	8.72665	2.90888	212.871	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-505332
84.3	3559.41	4943.62	814.158	6.87549	8.01754	0	45.5255	83.3058	5.67823	64.1403	8.72665	2.90888	225.247	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-393808
84.6	3563.69	4949.57	814.725	6.87549	8.01754	0	45.5802	83.3638	5.68507	64.1403	8.72665	2.90888	237.623	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-188436
84.9	3561.86	4947.03	814.488	6.87549	8.01754	0	45.5568	83.3396	5.68215	64.1403	8.72665	2.90888	249.999	12.3759	8	0	-8	0	0	0	0	0	0	0	0	31627.9
85.2	3554.52	4936.83	813.525	6.87549	8.01754	0	45.4629	83.241	5.67043	64.1403	8.72665	2.90888	262.375	12.3759	8	0	-8	0	0	0	0	0	0	0	0	182502
85.5	3544.2	4922.5	812.159	6.87549	8.01754	0	45.3309	83.1013	5.65397	64.1403	8.72665	2.90888	274.75	12.3759	8	0	-8	0	0	0	0	0	0	0	0	203140
85.8	3535.01	4909.74	810.932	6.87549	8.01754	0	45.2135	82.9757	5.63932	64.1403	8.72665	2.90888	287.126	12.3759	8	0	-8	0	0	0	0	0	0	0	0	78636.6
86.1	3531.11	4904.32	810.402	6.87549	8.01754	0	45.1636	82.9215	5.6331	64.1403	8.72665	2.90888	299.502	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-143829
86.4	3534.3	4908.75	810.819	6.87549	8.01754	0	45.2043	82.9642	5.63818	64.1403	8.72665	2.90888	311.878	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-368900
86.7	3543.12	4921	811.988	6.87549	8.01754	0	45.3171	83.0838	5.65225	64.1403	8.72665	2.90888	324.254	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-499624
87	3553.58	4935.53	813.375	6.87549	8.01754	0	45.4509	83.2257	5.66894	64.1403	8.72665	2.90888	336.63	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-485642
87.3	3561.42	4946.42	814.411	6.87549	8.01754	0	45.5512	83.3317	5.68145	64.1403	8.72665	2.90888	349.006	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-339647
87.6	3563.89	4949.86	814.742	6.87549	8.01754	0	45.5829	83.3656	5.68539	64.1403	8.72665	2.90888	1.38166	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-121686
87.9	3560.22	4944.75	814.265	6.87549	8.01754	0	45.5359	83.3167	5.67953	64.1403	8.72665	2.90888	13.7575	12.3759	8	0	-8	0	0	0	0	0	0	0	0	84922.3
88.2	3551.6	4932.78	813.133	6.87549	8.01754	0	45.4256	83.201	5.66578	64.1403	8.72665	2.90888	26.1334	12.3759	8	0	-8	0	0	0	0	0	0	0	0	200328
88.5	3541.13	4918.24	811.746	6.87549	8.01754	0	45.2917	83.059	5.64908	64.1403	8.72665	2.90888	38.5093	12.3759	8	0	-8	0	0	0	0	0	0	0	0	175277
88.8	3533.15	4907.16	810.679	6.87549	8.01754	0	45.1897	82.9498	5.63635	64.1403	8.72665	2.90888	50.8852	12.3759	8	0	-8	0	0	0	0	0	0	0	0	12990.5
89.1	3531.34	4904.64	810.429	6.87549	8.01754	0	45.1665	82.9243	5.63346	64.1403	8.72665	2.90888	63.2611	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-221498
89.4	3536.53	4911.84	811.115	6.87549	8.01754	0	45.2328	82.9945	5.64173	64.1403	8.72665	2.90888	75.637	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-426548
89.7	3546.31	4925.43	812.415	6.87549	8.01754	0	45.3579	83.1274	5.65734	64.1403	8.72665	2.90888	88.0128	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-515295
90	3556.35	4939.38	813.746	6.87549	8.01754	0	45.4864	83.2637	5.67336	64.1403	8.72665	2.90888	100.389	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-456652
90.3	3562.75	4948.26	814.594	6.87549	8.01754	0	45.5682	83.3505	5.68356	64.1403	8.72665	2.90888	112.765	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-280096
90.6	3563.33	4949.07	814.678	6.87549	8.01754	0	45.5756	83.359	5.68449	64.1403	8.72665	2.90888	125.14	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-55577.4
90.9	3557.93	4941.58	813.976	6.87549	8.01754	0	45.5066	83.2872	5.67588	64.1403	8.72665	2.90888	137.516	12.3759	8	0	-8	0	0	0	0	0	0	0	0	131758
91.2	3548.34	4928.25	812.715	6.87549	8.01754	0	45.3839	83.1581	5.66058	64.1403	8.72665	2.90888	149.892	12.3759	8	0	-8	0	0	0	0	0	0	0	0	208542
91.5	3538.14	4914.09	811.359	6.87549	8.01754	0	45.2535	83.0195	5.64431	64.1403	8.72665	2.90888	162.268	12.3759	8	0	-8	0	0	0	0	0	0	0	0	139499
91.8	3531.76	4905.23	810.503	6.87549	8.01754	0	45.1719	82.9318	5.63413	64.1403	8.72665	2.90888	174.644	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-53287.7
92.1	3532.15	4905.77	810.547	6.87549	8.01754	0	45.1768	82.9363	5.63475	64.1403	8.72665	2.90888	187.02	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-289257
92.4	3539.14	4915.47	811.471	6.87549	8.01754	0	45.2662	83.0309	5.6459	64.1403	8.72665	2.90888	199.396	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-465506
92.7	3549.5	4929.86	812.846	6.87549	8.01754	0	45.3987	83.1716	5.66243	64.1403	8.72665	2.90888	211.772	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-509188
93	3558.8	4942.78	814.075	6.87549	8.01754	0	45.5177	83.2973	5.67726	64.1403	8.72665	2.90888	224.148	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-409086
93.3	3563.59	4949.43	814.708	6.87549	8.01754	0	45.5789	83.3621	5.6849	64.1403	8.72665	2.90888	236.523	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-209248
93.6	3562.3	4947.64	814.544	6.87549	8.01754	0	45.5625	83.3453	5.68285	64.1403	8.72665	2.90888	248.899	12.3759	8	0	-8	0	0	0	0	0	0	0	0	12931.3
93.9	3555.36	4938.01	813.635	6.87549	8.01754	0	45.4737	83.2523	5.67178	64.1403	8.72665	2.90888	261.275	12.3759	8	0	-8	0	0	0	0	0	0	0	0	172904
94.2	3545.16	4923.83	812.286	6.87549	8.01754	0	45.3432	83.1143	5.6555	64.1403	8.72665	2.90888	273.651	12.3759	8	0	-8	0	0	0	0	0	0	0	0	206518
94.5	3535.68	4910.68	811.022	6.87549	8.01754	0	45.222	82.9849	5.64039	64.1403	8.72665	2.90888	286.027	12.3759	8	0	-8	0	0	0	0	0	0	0	0	93967.4
94.8	3531.19	4904.43	810.413	6.87549	8.01754	0	45.1645	82.9226	5.63322	64.1403	8.72665	2.90888	298.403	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-123138
95.1	3533.75	4907.99	810.748	6.87549	8.01754	0	45.1974	82.9569	5.63731	64.1403	8.72665	2.90888	310.779	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-352169
95.4	3542.21	4919.74	811.869	6.87549	8.01754	0	45.3056	83.0716	5.65081	64.1403	8.72665	2.90888	323.155	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-494087
95.7	3552.71	4934.32	813.26	6.87549	8.01754	0	45.4398	83.214	5.66755	64.1403	8.72665	2.90888	335.53	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-493162
96	3560.92	4945.73	814.346	6.87549	8.01754	0	45.5448	83.3251	5.68065	64.1403	8.72665	2.90888	347.906	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-356879
96.3	3563.93	4949.9	814.747	6.87549	8.01754	0	45.5833	83.3661	5.68545	64.1403	8.72665	2.90888	0.28224	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-141890
96.6	3560.78	4945.53	814.339	6.87549	8.01754	0	45.543	83.3243	5.68043	64.1403	8.72665	2.90888	12.6581	12.3759	8	0	-8	0	0	0	0	0	0	0	0	69373.8
96.9	3552.5	4934.03	813.254	6.87549	8.01754	0	45.4371	83.2133	5.66722	64.1403	8.72665	2.90888	25.034	12.3759	8	0	-8	0	0	0	0	0	0	0	0	195669
97.2	3542.03	4919.49	811.866	6.87549	8.01754	0	45.3032	83.0713	5.65051	64.1403	8.72665	2.90888	37.4099	12.3759	8	0	-8	0	0	0	0	0	0	0	0	184019
97.5	3533.65	4907.86	810.747	6.87549	8.01754	0	45.1961	82.9568	5.63715	64.1403	8.72665	2.90888	49.7858	12.3759	8	0	-8	0	0	0	0	0	0	0	0	32237.4
97.8	3531.21	4904.47	810.414	6.87549	8.01754	0	45.1649	82.9227	5.63326	64.1403	8.72665	2.90888	62.1616	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-199663
98.1	3535.83	4910.88	811.024	6.87549	8.01754	0	45.2239	82.9851	5.64063	64.1403	8.72665	2.90888	74.5375	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-411381
98.4	3545.37	4924.13	812.29	6.87549	8.01754	0	45.3459	83.1147	5.65584	64.1403	8.72665	2.90888	86.9134	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-512667
98.7	3555.58	4938.31	813.644	6.87549	8.01754	0	45.4765	83.2532	5.67213	64.1403	8.72665	2.90888	99.2893	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-466722
99	3562.42	4947.81	814.549	6.87549	8.01754	0	45.564	83.3459	5.68304	64.1403	8.72665	2.90888	111.665	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-298280
99.3	3563.56	4949.39	814.706	6.87549	8.01754	0	45.5785	83.3619	5.68486	64.1403	8.72665	2.90888	124.041	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-74691.7
99.6	3558.66	4942.58	814.068	6.87549	8.01754	0	45.5158	83.2966	5.67704	64.1403	8.72665	2.90888	136.417	12.3759	8	0	-8	0	0	0	0	0	0	0	0	119213
99.9	3549.31	4929.6	812.841	6.87549	8.01754	0	45.3963	83.171	5.66213	64.1403	8.72665	2.90888	148.793	12.3759	8	0	-8	0	0	0	0	0	0	0	0	207840
100.2	3538.99	4915.27	811.47	6.87549	8.01754	0	45.2644	83.0308	5.64567	64.1403	8.72665	2.90888	161.169	12.3759	8	0	-8	0	0	0	0	0	0	0	0	151655
100.5	3532.11	4905.71	810.548	6.87549	8.01754	0	45.1763	82.9364	5.63469	64.1403	8.72665	2.90888	173.545	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-32828.6
100.8	3531.86	4905.36	810.505	6.87549	8.01754	0	45.1731	82.9321	5.63428	64.1403	8.72665	2.90888	185.92	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-269310
101.1	3538.35	4914.38	811.364	6.87549	8.01754	0	45.2561	83.02	5.64464	64.1403	8.72665	2.90888	198.296	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-454727
101.4	3548.59	4928.6	812.723	6.87549	8.01754	0	45.3871	83.159	5.66097	64.1403	8.72665	2.90888	210.672	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-511731
101.7	3558.14	4941.87	813.986	6.87549	8.01754	0	45.5093	83.2882	5.67621	64.1403	8.72665	2.90888	223.048	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-423386
