# Sensor: Rotor
# Record count: 1002
# Storage mode: Memory
# Datetime of save: 2026-03-07T10:43:35
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
12	3643.41	5060.3	823.656	6.87549	8.01754	0	46.5999	84.2776	5.81224	64.1403	8.72665	2.90888	122.66	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.0943e-08
12.3	3643.41	5060.29	823.655	6.87549	8.01754	0	46.5998	84.2775	5.81223	64.1403	8.72665	2.90888	135.036	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-7.91624e-08
12.6	3643.4	5060.27	823.654	6.87549	8.01754	0	46.5997	84.2775	5.81222	64.1403	8.72665	2.90888	147.411	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-5.30854e-08
12.9	3643.39	5060.26	823.653	6.87549	8.01754	0	46.5996	84.2774	5.81221	64.1403	8.72665	2.90888	159.787	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-7.63685e-08
13.2	3643.38	5060.25	823.652	6.87549	8.01754	0	46.5995	84.2773	5.81219	64.1403	8.72665	2.90888	172.163	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-1.08033e-07
13.5	3643.38	5060.24	823.652	6.87549	8.01754	0	46.5994	84.2772	5.81218	64.1403	8.72665	2.90888	184.539	12.3759	8	0	-8	0	0	0	0	0	0	0	0	4.09782e-08
13.8	3643.37	5060.23	823.651	6.87549	8.01754	0	46.5993	84.2771	5.81217	64.1403	8.72665	2.90888	196.915	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
14.1	3643.36	5060.22	823.65	6.87549	8.01754	0	46.5992	84.2771	5.81216	64.1403	8.72665	2.90888	209.291	12.3759	8	0	-8	0	0	0	0	0	0	0	0	6.51926e-08
14.4	3643.35	5060.21	823.649	6.87549	8.01754	0	46.5992	84.277	5.81215	64.1403	8.72665	2.90888	221.667	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-6.89179e-08
14.7	3643.35	5060.21	823.649	6.87549	8.01754	0	46.5991	84.2769	5.81214	64.1403	8.72665	2.90888	234.043	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.11759e-08
15	3643.34	5060.2	823.648	6.87549	8.01754	0	46.599	84.2769	5.81213	64.1403	8.72665	2.90888	246.419	12.3759	8	0	-8	0	0	0	0	0	0	0	0	7.63685e-08
15.3	3643.34	5060.19	823.647	6.87549	8.01754	0	46.5989	84.2768	5.81212	64.1403	8.72665	2.90888	258.794	12.3759	8	0	-8	0	0	0	0	0	0	0	0	3.35276e-08
15.6	3643.33	5060.18	823.647	6.87549	8.01754	0	46.5988	84.2767	5.81211	64.1403	8.72665	2.90888	271.17	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-5.7742e-08
15.9	3643.32	5060.17	823.646	6.87549	8.01754	0	46.5988	84.2767	5.8121	64.1403	8.72665	2.90888	283.546	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-4.65661e-08
16.2	3643.32	5060.16	823.646	6.87549	8.01754	0	46.5987	84.2766	5.81209	64.1403	8.72665	2.90888	295.922	12.3759	8	0	-8	0	0	0	0	0	0	0	0	6.10016e-08
16.5	3643.31	5060.16	823.645	6.87549	8.01754	0	46.5986	84.2765	5.81208	64.1403	8.72665	2.90888	308.298	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-7.72998e-08
16.8	3643.31	5060.15	823.644	6.87549	8.01754	0	46.5985	84.2765	5.81207	64.1403	8.72665	2.90888	320.674	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-8.19564e-08
17.1	3643.3	5060.14	823.644	6.87549	8.01754	0	46.5985	84.2764	5.81206	64.1403	8.72665	2.90888	333.05	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-8.9407e-08
17.4	3643.3	5060.13	823.643	6.87549	8.01754	0	46.5984	84.2764	5.81206	64.1403	8.72665	2.90888	345.426	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-08
17.7	3643.29	5060.13	823.643	6.87549	8.01754	0	46.5983	84.2763	5.81205	64.1403	8.72665	2.90888	357.802	12.3759	8	0	-8	0	0	0	0	0	0	0	0	0
18	3643.29	5060.12	823.642	6.87549	8.01754	0	46.5983	84.2763	5.81204	64.1403	8.72665	2.90888	10.1775	12.3759	8	0	-8	0	0	0	0	0	0	0	0	4.84288e-08
18.3	3643.28	5060.11	823.642	6.87549	8.01754	0	46.5982	84.2762	5.81203	64.1403	8.72665	2.90888	22.5534	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-5.96046e-08
18.6	3643.28	5060.11	823.641	6.87549	8.01754	0	46.5982	84.2762	5.81203	64.1403	8.72665	2.90888	34.9292	12.3759	8	0	-8	0	0	0	0	0	0	0	0	2.42144e-08
18.9	3643.27	5060.1	823.641	6.87549	8.01754	0	46.5981	84.2761	5.81202	64.1403	8.72665	2.90888	47.3051	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-5.40167e-08
19.2	3643.27	5060.09	823.64	6.87549	8.01754	0	46.598	84.2761	5.81201	64.1403	8.72665	2.90888	59.681	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-2.42144e-08
19.5	3643.26	5060.09	823.64	6.87549	8.01754	0	46.598	84.276	5.812	64.1403	8.72665	2.90888	72.0569	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-2.79397e-08
19.8	3643.26	5060.08	823.639	6.87549	8.01754	0	46.5979	84.276	5.812	64.1403	8.72665	2.90888	84.4328	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.19209e-07
20.1	3643.26	5060.08	823.639	6.87549	8.01754	0	46.5979	84.2759	5.81199	64.1403	8.72665	2.90888	96.8087	12.3759	8	0	-8	0	0	0	0	0	0	0	0	4.74975e-08
20.4	3643.25	5060.07	823.639	6.87549	8.01754	0	46.5978	84.2759	5.81198	64.1403	8.72665	2.90888	109.185	12.3759	8	0	-8	0	0	0	0	0	0	0	0	3.1665e-08
20.7	3643.25	5060.07	823.638	6.87549	8.01754	0	46.5978	84.2758	5.81198	64.1403	8.72665	2.90888	121.56	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-3.15486e-08
21	3643.24	5060.06	823.638	6.87549	8.01754	0	46.5977	84.2758	5.81197	64.1403	8.72665	2.90888	133.936	12.3759	8	0	-8	0	0	0	0	0	0	0	0	3.44589e-08
21.3	3643.24	5060.05	823.637	6.87549	8.01754	0	46.5977	84.2758	5.81197	64.1403	8.72665	2.90888	146.312	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-1.02445e-08
21.6	3643.24	5060.05	823.637	6.87549	8.01754	0	46.5976	84.2757	5.81196	64.1403	8.72665	2.90888	158.688	12.3759	8	0	-8	0	0	0	0	0	0	0	0	6.70552e-08
21.9	3643.23	5060.04	823.637	6.87549	8.01754	0	46.5976	84.2757	5.81195	64.1403	8.72665	2.90888	171.064	12.3759	8	0	-8	0	0	0	0	0	0	0	0	5.96046e-08
22.2	3643.23	5060.04	823.636	6.87549	8.01754	0	46.5975	84.2756	5.81195	64.1403	8.72665	2.90888	183.44	12.3759	8	0	-8	0	0	0	0	0	0	0	0	3.72529e-08
22.5	3643.23	5060.03	823.636	6.87549	8.01754	0	46.5975	84.2756	5.81194	64.1403	8.72665	2.90888	195.816	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-2.04891e-08
22.8	3643.22	5060.03	823.635	6.87549	8.01754	0	46.5975	84.2756	5.81194	64.1403	8.72665	2.90888	208.192	12.3759	8	0	-8	0	0	0	0	0	0	0	0	5.7742e-08
23.1	3643.22	5060.03	823.635	6.87549	8.01754	0	46.5974	84.2755	5.81193	64.1403	8.72665	2.90888	220.568	12.3759	8	0	-8	0	0	0	0	0	0	0	0	4.09782e-08
23.4	3643.22	5060.02	823.635	6.87549	8.01754	0	46.5974	84.2755	5.81193	64.1403	8.72665	2.90888	232.943	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-9.12696e-08
23.7	3643.21	5060.02	823.634	6.87549	8.01754	0	46.5973	84.2755	5.81192	64.1403	8.72665	2.90888	245.319	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.86265e-08
24	3643.21	5060.01	823.634	6.87549	8.01754	0	46.5973	84.2754	5.81192	64.1403	8.72665	2.90888	257.695	12.3759	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-09
24.3	3643.21	5060.01	823.634	6.87549	8.01754	0	46.5973	84.2754	5.81191	64.1403	8.72665	2.90888	270.071	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-4.65661e-09
24.6	3643.2	5060	823.633	6.87549	8.01754	0	46.5972	84.2754	5.81191	64.1403	8.72665	2.90888	282.447	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-3.44589e-08
24.9	3643.2	5060	823.633	6.87549	8.01754	0	46.5972	84.2753	5.8119	64.1403	8.72665	2.90888	294.823	12.3759	8	0	-8	0	0	0	0	0	0	0	0	9.59262e-08
25.2	3643.2	5060	823.633	6.87549	8.01754	0	46.5971	84.2753	5.8119	64.1403	8.72665	2.90888	307.199	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-3.77186e-08
25.5	3643.19	5059.99	823.633	6.87549	8.01754	0	46.5971	84.2753	5.81189	64.1403	8.72665	2.90888	319.575	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-5.68107e-08
25.8	3643.19	5059.99	823.632	6.87549	8.01754	0	46.5971	84.2752	5.81189	64.1403	8.72665	2.90888	331.951	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-3.72529e-09
26.1	3643.19	5059.98	823.632	6.87549	8.01754	0	46.597	84.2752	5.81188	64.1403	8.72665	2.90888	344.326	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-2.04891e-08
26.4	3643.19	5059.98	823.632	6.87549	8.01754	0	46.597	84.2752	5.81188	64.1403	8.72665	2.90888	356.702	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-2.23517e-08
26.7	3643.18	5059.98	823.631	6.87549	8.01754	0	46.597	84.2751	5.81188	64.1403	8.72665	2.90888	9.07825	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-9.31323e-08
27	3643.18	5059.97	823.631	6.87549	8.01754	0	46.5969	84.2751	5.81187	64.1403	8.72665	2.90888	21.4541	12.3759	8	0	-8	0	0	0	0	0	0	0	0	5.7742e-08
27.3	3643.18	5059.97	823.631	6.87549	8.01754	0	46.5969	84.2751	5.81187	64.1403	8.72665	2.90888	33.83	12.3759	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-09
27.6	3643.18	5059.97	823.631	6.87549	8.01754	0	46.5969	84.2751	5.81186	64.1403	8.72665	2.90888	46.2059	12.3759	8	0	-8	0	0	0	0	0	0	0	0	7.63685e-08
27.9	3643.17	5059.96	823.63	6.87549	8.01754	0	46.5968	84.275	5.81186	64.1403	8.72665	2.90888	58.5818	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-4.84288e-08
28.2	3643.17	5059.96	823.63	6.87549	8.01754	0	46.5968	84.275	5.81186	64.1403	8.72665	2.90888	70.9577	12.3759	8	0	-8	0	0	0	0	0	0	0	0	3.91155e-08
28.5	3643.17	5059.96	823.63	6.87549	8.01754	0	46.5968	84.275	5.81185	64.1403	8.72665	2.90888	83.3336	12.3759	8	0	-8	0	0	0	0	0	0	0	0	9.31323e-08
28.8	3643.17	5059.95	823.63	6.87549	8.01754	0	46.5968	84.275	5.81185	64.1403	8.72665	2.90888	95.7095	12.3759	8	0	-8	0	0	0	0	0	0	0	0	4.47035e-08
29.1	3643.16	5059.95	823.629	6.87549	8.01754	0	46.5967	84.2749	5.81185	64.1403	8.72665	2.90888	108.085	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.08499e-07
29.4	3643.16	5059.95	823.629	6.87549	8.01754	0	46.5967	84.2749	5.81184	64.1403	8.72665	2.90888	120.461	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-7.79401e-08
29.7	3643.16	5059.94	823.629	6.87549	8.01754	0	46.5967	84.2749	5.81184	64.1403	8.72665	2.90888	132.837	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-2.09548e-08
30	3643.16	5059.94	823.629	6.87549	8.01754	0	46.5966	84.2749	5.81184	64.1403	8.72665	2.90888	145.213	12.3759	8	0	-8	0	0	0	0	0	0	0	0	8.00937e-08
30.3	3643.16	5059.94	823.629	6.87549	8.01754	0	46.5966	84.2748	5.81183	64.1403	8.72665	2.90888	157.589	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-5.58794e-08
30.6	3643.15	5059.94	823.628	6.87549	8.01754	0	46.5966	84.2748	5.81183	64.1403	8.72665	2.90888	169.965	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.19209e-07
30.9	3643.15	5059.93	823.628	6.87549	8.01754	0	46.5966	84.2748	5.81183	64.1403	8.72665	2.90888	182.341	12.3759	8	0	-8	0	0	0	0	0	0	0	0	2.42144e-08
31.2	3643.15	5059.93	823.628	6.87549	8.01754	0	46.5965	84.2748	5.81182	64.1403	8.72665	2.90888	194.717	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-3.1665e-08
31.5	3643.15	5059.93	823.628	6.87549	8.01754	0	46.5965	84.2748	5.81182	64.1403	8.72665	2.90888	207.092	12.3759	8	0	-8	0	0	0	0	0	0	0	0	2.23517e-08
31.8	3643.15	5059.92	823.627	6.87549	8.01754	0	46.5965	84.2747	5.81182	64.1403	8.72665	2.90888	219.468	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.28523e-07
32.1	3643.14	5059.92	823.627	6.87549	8.01754	0	46.5965	84.2747	5.81181	64.1403	8.72665	2.90888	231.844	12.3759	8	0	-8	0	0	0	0	0	0	0	0	7.45058e-08
32.4	3643.14	5059.92	823.627	6.87549	8.01754	0	46.5964	84.2747	5.81181	64.1403	8.72665	2.90888	244.22	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-5.58794e-09
32.7	3643.14	5059.92	823.627	6.87549	8.01754	0	46.5964	84.2747	5.81181	64.1403	8.72665	2.90888	256.596	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-7.07805e-08
33	3643.14	5059.91	823.627	6.87549	8.01754	0	46.5964	84.2747	5.81181	64.1403	8.72665	2.90888	268.972	12.3759	8	0	-8	0	0	0	0	0	0	0	0	8.19564e-08
33.3	3643.14	5059.91	823.627	6.87549	8.01754	0	46.5964	84.2746	5.8118	64.1403	8.72665	2.90888	281.348	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-1.76951e-08
33.6	3643.14	5059.91	823.626	6.87549	8.01754	0	46.5964	84.2746	5.8118	64.1403	8.72665	2.90888	293.724	12.3759	8	0	-8	0	0	0	0	0	0	0	0	3.74857e-08
33.9	3643.13	5059.91	823.626	6.87549	8.01754	0	46.5963	84.2746	5.8118	64.1403	8.72665	2.90888	306.1	12.3759	8	0	-8	0	0	0	0	0	0	0	0	8.03266e-08
34.2	3643.13	5059.91	823.626	6.87549	8.01754	0	46.5963	84.2746	5.81179	64.1403	8.72665	2.90888	318.475	12.3759	8	0	-8	0	0	0	0	0	0	0	0	2.14204e-08
34.5	3643.13	5059.9	823.626	6.87549	8.01754	0	46.5963	84.2746	5.81179	64.1403	8.72665	2.90888	330.851	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.19209e-07
34.8	3643.13	5059.9	823.626	6.87549	8.01754	0	46.5963	84.2746	5.81179	64.1403	8.72665	2.90888	343.227	12.3759	8	0	-8	0	0	0	0	0	0	0	0	9.87202e-08
35.1	3643.13	5059.9	823.626	6.87549	8.01754	0	46.5962	84.2745	5.81179	64.1403	8.72665	2.90888	355.603	12.3759	8	0	-8	0	0	0	0	0	0	0	0	1.49012e-08
35.4	3643.13	5059.9	823.625	6.87549	8.01754	0	46.5962	84.2745	5.81178	64.1403	8.72665	2.90888	7.97904	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-3.53903e-08
35.7	3643.12	5059.89	823.625	6.87549	8.01754	0	46.5962	84.2745	5.81178	64.1403	8.72665	2.90888	20.3549	12.3759	8	0	-8	0	0	0	0	0	0	0	0	-9.31323e-08
