# Sensor: Rotor
# Record count: 404
# Storage mode: Memory
# Datetime of save: 2026-04-08T11:32:51
# Statistical parameters for each field (time series) are placed above the column of the respective time series.

# Results earlier than the 'Statistics start time' (see below) are not included when calculating the statistic variables.
# Statistics start time: 0 s

# Column
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	
Time [s]	Power (aero) [k W]	Torque (aero) [k Nm]	Thrust (aero) [k N]	RPM [rpm]	TSR []	Representative demanded pitch angle [°]	Power coef. (CP) [%]	Thrust coef. (CT) [%]	Torque coef. (CQ) [%]	Tip speed [m/s]	1P (one revolution) [s]	nP (blade passing) [s]	Azimuth angle [°]	Rotation per timestep [°]	Wind speed at hub, magnitude [m/s]	Wind speed at hub.x [m/s]	Wind speed at hub.y [m/s]	Wind speed at hub.z [m/s]	Turbulence at hub (local).x [m/s]	Turbulence at hub (local).y [m/s]	Turbulence at hub (local).z [m/s]	Wind angle at hub [°]	Yaw angle relative to forward [°]	Yaw angle to reference direction [°]	Yaw error [°]	Torque about yaw axis [Nm]
59.7	4609.37	5666.69	1003.38	7.76754	8.71979	0	58.8461	102.478	6.49077	72.5289	7.72445	2.57482	303.427	13.9816	8.31774	-0.234978	-8.31416	-0.0659102	0	0	0	1.61888	0.0123075	0.0123075	0.0123075	1.52051e+06
60	4482.31	5506.05	992.862	7.7738	8.75404	0	57.2239	101.404	6.30676	72.5875	7.71823	2.57274	317.4	13.9928	8.29188	-0.365651	-8.28243	-0.151662	0	0	0	2.52784	0.0216379	0.0216379	0.0216379	2.55467e+06
60.3	4198.17	5156.11	968.733	7.77515	8.66195	0	53.5964	98.9394	5.90593	72.6	7.71689	2.5723	331.388	13.9953	8.38149	-0.390034	-8.36961	-0.216312	0	0	0	2.66812	0.0408977	0.0408977	0.0408977	3.22192e+06
60.6	3942.08	4844.63	947.324	7.77028	8.53331	0	50.327	96.753	5.54915	72.5546	7.72173	2.57391	345.382	13.9865	8.50251	-0.571152	-8.47693	-0.328932	0	0	0	3.85461	0.0218685	0.0218685	0.0218685	1.95127e+06
60.9	4270.41	5250.23	976.867	7.76716	8.4767	0	54.5186	99.7702	6.01374	72.5254	7.72483	2.57494	359.373	13.9809	8.55585	-0.708758	-8.52052	-0.31782	0	0	0	4.75506	0.0096536	0.0096536	0.0096536	2.0954e+06
61.2	4454.61	5475.41	994.955	7.76899	8.54786	0	56.8703	101.618	6.27167	72.5425	7.72301	2.57434	13.3562	13.9842	8.48663	-0.659426	-8.45944	-0.160793	0	0	0	4.45728	0.0209672	0.0209672	0.0209672	1.42256e+06
61.5	4560.63	5602.09	1006.04	7.77402	8.56447	0	58.2237	102.75	6.41677	72.5894	7.71802	2.57267	27.3388	13.9932	8.47565	-0.552743	-8.4573	-0.0709309	0	0	0	3.73935	0.00714248	0.00714248	0.00714248	1.64615e+06
61.8	4223.26	5186.08	971.671	7.77642	8.52128	0	53.9166	99.2395	5.94026	72.6119	7.71563	2.57188	41.3275	13.9976	8.52124	-0.551025	-8.50311	-0.0708093	0	0	0	3.70774	0.00455797	0.00455797	0.00455797	1.21312e+06
62.1	4191.42	5148.11	978.198	7.77472	8.36005	0	53.5103	99.9061	5.89677	72.596	7.71731	2.57244	55.3229	13.9945	8.68368	-0.66517	-8.65625	0.181944	0	0	0	4.39413	0.0144614	0.0144614	0.0144614	1.73153e+06
62.4	4529.3	5561.74	999.144	7.77664	8.51306	0	57.8238	102.045	6.37055	72.6139	7.71541	2.5718	69.3189	13.998	8.52971	-0.545803	-8.51097	0.146405	0	0	0	3.66932	0.0287401	0.0287401	0.0287401	2.82752e+06
62.7	4401.35	5402.12	989.377	7.78024	8.53977	0	56.1904	101.048	6.18772	72.6476	7.71184	2.57061	83.3151	14.0044	8.50697	-0.310797	-8.49924	0.1868	0	0	0	2.09424	0.0309242	0.0309242	0.0309242	2.03085e+06
63	4159.18	5105.11	971.588	7.7799	8.5578	0	53.0986	99.231	5.84751	72.6444	7.71218	2.57073	97.3163	14.0038	8.48868	-0.189344	-8.48622	0.0762694	0	0	0	1.27817	0.0109981	0.0109981	0.0109981	1.59415e+06
63.3	4047.77	4970.93	963.76	7.77588	8.64708	0	51.6763	98.4315	5.69382	72.6068	7.71617	2.57206	111.32	13.9966	8.39668	-0.122299	-8.39557	0.0607238	0	0	0	0.834574	0.00172264	0.00172264	0.00172264	886937
63.6	4203.29	5164.24	978.228	7.77238	8.55136	0	53.6617	99.9093	5.91524	72.5742	7.71964	2.57321	125.321	13.9903	8.48686	-0.0775928	-8.48645	0.0309009	0	0	0	0.523849	-0.0027259	-0.0027259	-0.0027259	613108
63.9	4369.64	5368.5	988.302	7.77255	8.5607	0	55.7854	100.938	6.14921	72.5757	7.71948	2.57316	139.314	13.9906	8.47778	-0.0746964	-8.47421	0.23445	0	0	0	0.505024	-0.00265749	-0.00265749	-0.00265749	680499
64.2	4029.51	4951.88	957.825	7.77058	8.60443	0	51.4432	97.8254	5.672	72.5574	7.72143	2.57381	153.305	13.987	8.43256	-0.0452245	-8.43232	-0.0451432	0	0	0	0.307288	0.0124036	0.0124036	0.0124036	1.59368e+06
64.5	3945.67	4852.95	955.57	7.76401	8.70169	0	50.3728	97.5951	5.55868	72.496	7.72796	2.57599	167.293	13.9752	8.33126	-0.404281	-8.32135	-0.0396337	0	0	0	2.78145	0.0146968	0.0146968	0.0146968	1.31705e+06
64.8	4266.41	5249.72	980.527	7.76065	8.63927	0	54.4676	100.144	6.01315	72.4646	7.73131	2.5771	181.274	13.9692	8.38782	-0.473897	-8.37429	0.0466486	0	0	0	3.23888	0.0141575	0.0141575	0.0141575	1.976e+06
65.1	4053.8	4989.78	960.745	7.75806	8.55479	0	51.7533	98.1237	5.71541	72.4404	7.73389	2.57796	195.247	13.9645	8.46782	-0.45241	-8.4557	-0.0223765	0	0	0	3.06261	0.0180898	0.0180898	0.0180898	1.49009e+06
65.4	4234.08	5213.39	976.616	7.75552	8.66356	0	54.0549	99.7446	5.97154	72.4167	7.73643	2.57881	209.214	13.9599	8.35877	-0.334656	-8.35197	-0.0408557	0	0	0	2.29456	0.00916968	0.00916968	0.00916968	1.19584e+06
65.7	4100.59	5050.28	964.028	7.75359	8.58104	0	52.3507	98.4589	5.78471	72.3987	7.73835	2.57945	223.176	13.9565	8.43705	-0.254379	-8.43321	0.0148155	0	0	0	1.72774	0.0183616	0.0183616	0.0183616	1.9546e+06
66	4245.57	5230.24	979.427	7.75151	8.69433	0	54.2016	100.032	5.99084	72.3792	7.74043	2.58014	237.134	13.9527	8.32488	-0.292804	-8.31603	0.247928	0	0	0	2.01653	0.00412965	0.00412965	0.00412965	227948
66.3	3990.79	4918.08	955.686	7.7488	8.76161	0	50.9488	97.6069	5.63329	72.3539	7.74314	2.58105	251.089	13.9478	8.25806	-0.245426	-8.25295	0.155168	0	0	0	1.70336	-0.0142923	-0.0142923	-0.0142923	552441
66.6	4372.82	5389.65	993.495	7.7477	8.67919	0	55.8261	101.469	6.17343	72.3437	7.74423	2.58141	265.039	13.9459	8.33531	-0.149431	-8.33196	0.183292	0	0	0	1.02747	0.0251886	0.0251886	0.0251886	2.11534e+06
66.9	4216.74	5196.91	978.429	7.74824	8.59886	0	53.8334	99.9298	5.95266	72.3487	7.7437	2.58123	278.986	13.9468	8.41376	-0.0068546	-8.41086	0.220886	0	0	0	0.0466944	0.0285865	0.0285865	0.0285865	2.26033e+06
67.2	4135.98	5098.2	971.57	7.747	8.73119	0	52.8025	99.2292	5.8396	72.3371	7.74494	2.58165	292.932	13.9446	8.28492	-0.0188407	-8.28475	0.0484582	0	0	0	0.130298	0.00901839	0.00901839	0.00901839	2.06312e+06
67.5	3802.29	4690.64	940.006	7.74077	8.47748	0	48.5423	96.0055	5.37277	72.279	7.75117	2.58372	306.878	13.9334	8.526	-0.00339654	-8.52595	0.0291628	0	0	0	0.0228253	0.00763351	0.00763351	0.00763351	712168
67.8	3723.95	4600.09	933.077	7.73054	8.34531	0	47.5423	95.2978	5.26905	72.1835	7.76142	2.58714	320.817	13.915	8.64959	0.0510969	-8.64942	-0.0193055	0	0	0	-0.338474	0.00257663	0.00257663	0.00257663	1.25568e+06
68.1	3854.57	4767.2	936.809	7.7212	8.25449	0	49.2098	95.679	5.46046	72.0962	7.77081	2.59027	334.741	13.8982	8.73418	0.0430181	-8.73407	0.00472046	0	0	0	-0.282198	0.017592	0.017592	0.017592	1.94381e+06
68.4	4002.41	4954.09	953.244	7.71489	8.18485	0	51.0973	97.3576	5.67453	72.0374	7.77716	2.59239	348.647	13.8868	8.80131	0.0191316	-8.80117	-0.0458183	0	0	0	-0.124547	0.0209286	0.0209286	0.0209286	1.84208e+06
68.7	4117.58	5098.59	963.749	7.71194	8.20058	0	52.5675	98.4304	5.84004	72.0098	7.78015	2.59338	2.53992	13.8815	8.78105	0.0161541	-8.77642	-0.284782	0	0	0	-0.10546	0.0183011	0.0183011	0.0183011	2.08631e+06
69	4382.9	5426.22	988.36	7.71322	8.02513	0	55.9548	100.944	6.21532	72.0217	7.77885	2.59295	16.4241	13.8838	8.97453	0.192794	-8.96242	-0.424239	0	0	0	-1.23232	0.0231539	0.0231539	0.0231539	1.91355e+06
69.3	4133.96	5117.13	968.854	7.71455	8.0692	0	52.7766	98.9519	5.86128	72.0342	7.77751	2.5925	30.3067	13.8862	8.92705	0.13246	-8.91948	-0.342834	0	0	0	-0.850815	0.0201746	0.0201746	0.0201746	2.22647e+06
69.6	3814.06	4724.12	933.466	7.70971	8.09071	0	48.6926	95.3376	5.41113	71.9889	7.7824	2.59413	44.1917	13.8775	8.89772	-0.00558982	-8.8938	-0.263964	0	0	0	0.0360108	0.0209863	0.0209863	0.0209863	2.20121e+06
69.9	3875.27	4804.66	936.061	7.70213	8.22274	0	49.4741	95.6026	5.50337	71.9182	7.79005	2.59668	58.0735	13.8638	8.74626	0.0802059	-8.74392	-0.185823	0	0	0	-0.525546	-0.0010244	-0.0010244	-0.0010244	766116
70.2	3739.42	4640.96	925.972	7.69427	8.36382	0	47.7397	94.5722	5.31587	71.8448	7.79801	2.59934	71.9442	13.8497	8.58995	-0.103259	-8.58842	-0.124912	0	0	0	0.688839	-0.0164966	-0.0164966	-0.0164966	196625
70.5	3698.73	4596.3	921.17	7.68449	8.19665	0	47.2202	94.0817	5.26472	71.7535	7.80794	2.60265	85.801	13.8321	8.75399	-0.140785	-8.75076	-0.191756	0	0	0	0.921712	0.00217279	0.00217279	0.00217279	581925
70.8	3922.21	4878.92	942.265	7.67677	8.08161	0	50.0733	96.2363	5.58843	71.6814	7.81579	2.60526	99.6419	13.8182	8.8697	-0.137629	-8.86612	-0.210919	0	0	0	0.889331	-0.0156582	-0.0156582	-0.0156582	-537391
71.1	3839.56	4779.42	939.733	7.67144	7.94722	0	49.0181	95.9776	5.47446	71.6317	7.82121	2.60707	113.467	13.8086	9.01342	-0.270058	-9.00802	-0.15622	0	0	0	1.7172	-0.0196357	-0.0196357	-0.0196357	282756
71.4	3752.65	4675.78	937.259	7.664	7.84092	0	47.9086	95.7249	5.35575	71.5621	7.82881	2.6096	127.28	13.7952	9.12675	-0.232656	-9.12378	0.00544302	0	0	0	1.46072	0.0260653	0.0260653	0.0260653	1.96068e+06
71.7	3911.27	4877.65	947.075	7.65734	7.74887	0	49.9336	96.7275	5.58698	71.5	7.83561	2.61187	141.082	13.7832	9.22715	-0.196733	-9.22331	-0.179525	0	0	0	1.22193	0.0180195	0.0180195	0.0180195	1.49673e+06
72	3783.82	4722.07	926.927	7.6519	7.8466	0	48.3065	94.6697	5.40877	71.4492	7.84119	2.61373	154.871	13.7734	9.10575	-0.109722	-9.10246	-0.219163	0	0	0	0.690618	0.00685407	0.00685407	0.00685407	2.0252e+06
72.3	3893.03	4862.17	930.41	7.64591	7.91118	0	49.7008	95.0255	5.56925	71.3932	7.84734	2.61578	168.65	13.7626	9.02435	-0.130217	-9.01713	-0.336413	0	0	0	0.827353	0.00484526	0.00484526	0.00484526	537637
72.6	3839.13	4797.84	926.569	7.64114	7.90148	0	49.0126	94.6332	5.49556	71.3487	7.85223	2.61741	182.418	13.754	9.02978	0.0173919	-9.02767	-0.194788	0	0	0	-0.110381	-0.0148504	-0.0148504	-0.0148504	773271
72.9	3769.38	4714.36	919.066	7.63517	7.98277	0	48.1222	93.8669	5.39995	71.2929	7.85837	2.61946	196.176	13.7433	8.93085	0.0684116	-8.92837	-0.199056	0	0	0	-0.439007	0.00860651	0.00860651	0.00860651	1.10026e+06
73.2	3954.19	4948.77	933.896	7.63013	8.04901	0	50.4816	95.3815	5.66844	71.2459	7.86356	2.62119	209.925	13.7342	8.85151	0.155523	-8.84599	-0.271014	0	0	0	-1.00723	-0.0135039	-0.0135039	-0.0135039	-440071
73.5	3623.71	4538.59	913.983	7.62438	8.19174	0	46.2625	93.3477	5.1986	71.1922	7.86949	2.62316	223.664	13.7239	8.69073	0.211848	-8.68593	-0.196606	0	0	0	-1.39715	-0.0453522	-0.0453522	-0.0453522	-1.01713e+06
73.8	3555.18	4458.76	909.94	7.61411	8.16257	0	45.3876	92.9347	5.10717	71.0963	7.88011	2.6267	237.393	13.7054	8.71004	0.0817836	-8.70618	-0.246008	0	0	0	-0.538206	-0.0175265	-0.0175265	-0.0175265	-897030
74.1	3366.64	4229.58	890.83	7.60101	8.33311	0	42.9806	90.9831	4.84466	70.974	7.89369	2.63123	251.107	13.6818	8.5171	0.176664	-8.51363	-0.166906	0	0	0	-1.18876	-0.0122505	-0.0122505	-0.0122505	53718.3
74.4	3813.1	4796.11	930.467	7.59208	8.46194	0	48.6804	95.0312	5.49358	70.8906	7.90298	2.63433	264.801	13.6657	8.37758	0.158453	-8.37535	-0.111168	0	0	0	-1.08385	0.0265444	0.0265444	0.0265444	2.9766e+06
74.7	3934.14	4950.79	933.991	7.58833	8.38495	0	50.2256	95.3912	5.67076	70.8556	7.90687	2.63562	278.475	13.659	8.45033	0.0610677	-8.44975	-0.0773608	0	0	0	-0.414078	0.0290076	0.0290076	0.0290076	1.27064e+06
75	3473.41	4374.72	878.127	7.5819	8.4389	0	44.3437	89.6856	5.0109	70.7956	7.91358	2.63786	292.137	13.6474	8.38919	-0.15618	-8.38565	-0.187267	0	0	0	1.06699	-0.014865	-0.014865	-0.014865	1.17821e+06
75.3	3496.31	4409.92	874.577	7.57094	8.42464	0	44.636	89.323	5.05123	70.6933	7.92504	2.64168	305.79	13.6277	8.39125	-0.24095	-8.38545	-0.19822	0	0	0	1.6459	0.020037	0.020037	0.020037	1.69443e+06
75.6	3640.01	4596.97	888.876	7.56139	8.27546	0	46.4706	90.7835	5.26548	70.604	7.93505	2.64502	319.428	13.6105	8.53173	-0.395719	-8.52205	-0.0924457	0	0	0	2.6586	0.00869329	0.00869329	0.00869329	888599
75.9	3683.92	4656.3	897.357	7.5551	8.37543	0	47.0311	91.6496	5.33344	70.5453	7.94166	2.64722	333.047	13.5992	8.42289	-0.457493	-8.41028	-0.0546392	0	0	0	3.11365	-0.0325086	-0.0325086	-0.0325086	-582401
76.2	3513.12	4445.05	880.428	7.54724	8.40778	0	44.8507	89.9206	5.09147	70.4719	7.94993	2.64998	346.652	13.585	8.38175	-0.326175	-8.3751	-0.0708805	0	0	0	2.23031	-0.0188242	-0.0188242	-0.0188242	-950788
76.5	3122.49	3958.24	846.974	7.53304	8.48936	0	39.8636	86.5038	4.53387	70.3393	7.96491	2.65497	0.243933	13.5595	8.28559	-0.174078	-8.28376	0.0063654	0	0	0	1.20386	-0.0226657	-0.0226657	-0.0226657	-957191
76.8	3591.94	4560.63	900.832	7.52101	8.70574	0	45.8569	92.0045	5.22385	70.227	7.97765	2.65922	13.8162	13.5378	8.06674	-0.274403	-8.06207	-0.00616644	0	0	0	1.94938	-0.0130929	-0.0130929	-0.0130929	22921.7
77.1	4169.41	5294.09	943.742	7.52064	8.8019	0	53.2293	96.387	6.06398	70.2236	7.97804	2.65935	27.3648	13.5372	7.97823	-0.340775	-7.96947	0.153223	0	0	0	2.44848	0.00909064	0.00909064	0.00909064	657951
77.4	3764.61	4779.21	903.02	7.52204	8.94626	0	48.0613	92.228	5.47422	70.2366	7.97656	2.65885	40.9023	13.5397	7.85095	-0.589335	-7.82757	0.138944	0	0	0	4.30565	0.00642044	0.00642044	0.00642044	1.12373e+06
77.7	3519.91	4471.86	874.405	7.51647	8.85362	0	44.9372	89.3054	5.12218	70.1846	7.98247	2.66082	54.4407	13.5296	7.92722	-0.93417	-7.86954	0.195857	0	0	0	6.76973	0.0142944	0.0142944	0.0142944	1.42316e+06
78	3609.78	4590.39	884.738	7.50935	8.86724	0	46.0847	90.3608	5.25795	70.1181	7.99004	2.66335	67.9754	13.5168	7.90755	-1.08502	-7.83271	0.0256186	0	0	0	7.88664	0.0206496	0.0206496	0.0206496	1.84246e+06
78.3	3604.88	4587.87	879.083	7.50329	9.02281	0	46.0221	89.7832	5.25505	70.0615	7.99649	2.6655	81.4986	13.5059	7.76493	-0.98063	-7.70206	0.103821	0	0	0	7.25589	0.000564336	0.000564336	0.000564336	504996
78.6	3634.04	4628.29	880.494	7.49791	9.21632	0	46.3944	89.9273	5.30136	70.0113	8.00223	2.66741	95.01	13.4962	7.59644	-0.725295	-7.55984	0.16968	0	0	0	5.48022	-0.0221866	-0.0221866	-0.0221866	-753083
78.9	3551.64	4526.89	876.903	7.49205	9.42598	0	45.3424	89.5606	5.18521	69.9565	8.00849	2.6695	108.511	13.4857	7.42167	-0.534044	-7.39822	0.249539	0	0	0	4.12876	-0.0226217	-0.0226217	-0.0226217	-1.04739e+06
79.2	3441.56	4391.25	866.135	7.48407	9.52661	0	43.937	88.4609	5.02984	69.8821	8.01703	2.67234	122.002	13.4713	7.33546	-0.443389	-7.31298	0.364351	0	0	0	3.46962	-0.0188674	-0.0188674	-0.0188674	-831008
79.5	3656.78	4669.88	882.207	7.47764	9.51977	0	46.6846	90.1023	5.34899	69.822	8.02393	2.67464	135.481	13.4597	7.33442	-0.359448	-7.31978	0.292144	0	0	0	2.81133	-0.0350284	-0.0350284	-0.0350284	-1.75232e+06
79.8	3852.2	4920.26	905.882	7.47639	9.64723	0	49.1795	92.5203	5.63578	69.8103	8.02527	2.67509	148.946	13.4575	7.23631	-0.204855	-7.23036	0.209723	0	0	0	1.62291	-0.0248268	-0.0248268	-0.0248268	-623491
80.1	3921.08	5007.28	912.641	7.47782	9.72493	0	50.0589	93.2106	5.73546	69.8237	8.02373	2.67458	162.405	13.4601	7.17987	-0.24715	-7.17403	0.150842	0	0	0	1.9731	0.0146945	0.0146945	0.0146945	916434
80.4	3811.45	4866.75	901.575	7.47863	9.89909	0	48.6593	92.0804	5.5745	69.8313	8.02286	2.67429	175.864	13.4615	7.05432	-0.238321	-7.04712	0.211382	0	0	0	1.9369	0.0138292	0.0138292	0.0138292	966320
80.7	3698.62	4723.56	889.323	7.47725	9.85697	0	47.2189	90.8291	5.41048	69.8184	8.02434	2.67478	189.324	13.459	7.08315	-0.100327	-7.07667	0.285889	0	0	0	0.812238	-0.00775798	-0.00775798	-0.00775798	-172627
81	3959.01	5055.78	909.011	7.47774	9.77241	0	50.5432	92.8398	5.79101	69.823	8.02381	2.6746	202.785	13.4599	7.14491	0.100702	-7.13456	0.371035	0	0	0	-0.808658	-0.0160693	-0.0160693	-0.0160693	-592246
81.3	3990.37	5093.36	912.298	7.48136	9.73145	0	50.9435	93.1756	5.83406	69.8567	8.01994	2.67331	216.244	13.4664	7.17845	0.104527	-7.17605	0.153297	0	0	0	-0.834512	-0.0224735	-0.0224735	-0.0224735	-1.00837e+06
81.6	3504.18	4473.82	872.202	7.47961	9.63886	0	44.7364	89.0804	5.12442	69.8404	8.02181	2.67394	229.707	13.4633	7.24572	0.273528	-7.23333	0.323283	0	0	0	-2.16561	-0.0214252	-0.0214252	-0.0214252	-755346
81.9	3426.38	4379.19	866.257	7.47159	9.59291	0	43.7432	88.4733	5.01603	69.7655	8.03042	2.67681	243.172	13.4489	7.27262	0.241597	-7.26771	0.114012	0	0	0	-1.90396	-0.0269135	-0.0269135	-0.0269135	-1.33442e+06
82.2	3523.44	4507.65	873.583	7.46428	9.48059	0	44.9823	89.2215	5.16316	69.6973	8.03828	2.67943	256.628	13.4357	7.35158	0.270162	-7.3466	-0.0145776	0	0	0	-2.10603	-0.0242851	-0.0242851	-0.0242851	-865254
82.5	3622.31	4637.31	887.674	7.45917	9.56765	0	46.2446	90.6607	5.31168	69.6495	8.04379	2.68126	270.071	13.4265	7.27969	0.19209	-7.27698	-0.0510854	0	0	0	-1.51208	0.00139111	0.00139111	0.00139111	131456
82.8	3933.13	5035.52	915.599	7.45872	9.33124	0	50.2127	93.5127	5.76781	69.6454	8.04427	2.68142	283.502	13.4257	7.46368	-0.0993597	-7.46149	0.151263	0	0	0	0.762925	-0.00371927	-0.00371927	-0.00371927	-25590.9
83.1	3917.8	5013.81	915.196	7.46184	8.99242	0	50.017	93.4716	5.74294	69.6745	8.04092	2.68031	296.928	13.4313	7.74813	-0.11959	-7.74649	0.105265	0	0	0	0.884461	-0.0253049	-0.0253049	-0.0253049	-1.10714e+06
83.4	3861.21	4939.84	913.968	7.46417	8.91695	0	49.2945	93.3462	5.65821	69.6963	8.0384	2.67947	310.356	13.4355	7.81616	-0.16948	-7.81144	0.212175	0	0	0	1.24291	-0.0127008	-0.0127008	-0.0127008	-244289
83.7	4333.64	5539.12	946.193	7.47108	8.79291	0	55.3258	96.6374	6.34464	69.7608	8.03097	2.67699	323.79	13.4479	7.93375	-0.259	-7.92877	0.109339	0	0	0	1.87095	-0.0126976	-0.0126976	-0.0126976	-803838
84	4417.8	5636.75	953.341	7.48427	8.9694	0	56.4004	97.3674	6.45646	69.8839	8.01681	2.67227	337.231	13.4717	7.79137	-0.204256	-7.78869	0.00153988	0	0	0	1.50222	-0.0238196	-0.0238196	-0.0238196	-790983
84.3	3707.21	4726.71	899.17	7.48961	8.79636	0	47.3284	91.8348	5.41408	69.9338	8.01109	2.67036	350.691	13.4813	7.95031	-0.420996	-7.93581	-0.23056	0	0	0	3.03671	-0.0090383	-0.0090383	-0.0090383	-305460
84.6	3438.21	4387.19	866.588	7.48371	8.75188	0	43.8942	88.5072	5.02519	69.8787	8.01741	2.67247	4.16771	13.4707	7.98442	-0.470526	-7.95663	-0.470889	0	0	0	3.38433	-0.0253485	-0.0253485	-0.0253485	-1.43312e+06
84.9	3408.12	4353.77	862.22	7.47516	8.7045	0	43.5101	88.0609	4.98691	69.7989	8.02658	2.67553	17.6437	13.4553	8.01871	-0.476493	-8.00161	-0.216808	0	0	0	3.40792	-0.0342619	-0.0342619	-0.0342619	-1.00307e+06
85.2	3795.58	4851.74	904.224	7.47053	8.54527	0	48.4566	92.351	5.5573	69.7556	8.03156	2.67719	31.1067	13.447	8.16307	-0.492459	-8.13493	-0.464852	0	0	0	3.46425	-0.0110832	-0.0110832	-0.0110832	-606456
85.5	4079.72	5212.9	926.496	7.47348	8.6598	0	52.0842	94.6257	5.97098	69.7832	8.02839	2.67613	44.5578	13.4523	8.05829	-0.443136	-8.03644	-0.394111	0	0	0	3.15614	-0.0146605	-0.0146605	-0.0146605	-269138
85.8	3935.11	5025.03	915.97	7.47808	8.76765	0	50.2381	93.5506	5.75579	69.8261	8.02345	2.67448	58.0074	13.4605	7.96406	-0.316688	-7.95775	-0.0124773	0	0	0	2.27895	-0.00351092	-0.00351092	-0.00351092	526037
86.1	4014.43	5123.97	926.338	7.48149	8.86451	0	51.2506	94.6095	5.86912	69.858	8.01979	2.67326	71.4638	13.4667	7.88064	-0.476533	-7.86546	0.108877	0	0	0	3.46705	-0.00406917	-0.00406917	-0.00406917	-450384
86.4	4114.22	5247.26	927.601	7.48732	8.88506	0	52.5247	94.7385	6.01034	69.9124	8.01355	2.67118	84.9275	13.4772	7.86854	-0.418535	-7.85739	0.0129451	0	0	0	3.04906	-0.0226975	-0.0226975	-0.0226975	-596266
86.7	3812.04	4859.84	899.506	7.49044	8.80583	0	48.6669	91.8691	5.56658	69.9415	8.01021	2.67007	98.3994	13.4828	7.94264	-0.0981223	-7.94198	-0.027879	0	0	0	0.707847	-0.00604428	-0.00604428	-0.00604428	-498138
87	3776.58	4815.24	902.893	7.4895	8.82297	0	48.2141	92.215	5.51549	69.9327	8.01122	2.67041	111.879	13.4811	7.92621	-0.0766703	-7.92445	0.148654	0	0	0	0.554328	-0.0100932	-0.0100932	-0.0100932	-550600
87.3	3431.15	4377.75	874.278	7.48446	8.87214	0	43.8042	89.2926	5.01438	69.8857	8.01661	2.6722	125.361	13.472	7.87698	-0.0440877	-7.87501	-0.170864	0	0	0	0.320763	-0.0244793	-0.0244793	-0.0244793	-819813
87.6	3612.27	4612.98	884.929	7.47774	8.74767	0	46.1165	90.3803	5.28382	69.823	8.02381	2.6746	138.838	13.4599	7.98189	-0.141163	-7.97659	-0.254146	0	0	0	1.01387	-0.0182988	-0.0182988	-0.0182988	-822817
87.9	3685.27	4708.64	887.92	7.47386	8.71774	0	47.0483	90.6858	5.39338	69.7868	8.02798	2.67599	152.304	13.453	8.00514	-0.181632	-7.99843	-0.272768	0	0	0	1.30087	-0.0258178	-0.0258178	-0.0258178	-1.0739e+06
88.2	3879.29	4956.83	901.53	7.47343	8.78295	0	49.5254	92.0758	5.67767	69.7827	8.02845	2.67615	165.76	13.4522	7.94524	-0.108727	-7.94084	-0.240962	0	0	0	0.784453	-0.0183089	-0.0183089	-0.0183089	-650902
88.5	4197.51	5359.78	927.67	7.47853	8.82083	0	53.5879	94.7456	6.13921	69.8303	8.02297	2.67432	179.213	13.4614	7.91653	-0.140899	-7.91522	0.0302976	0	0	0	1.01982	-0.00852377	-0.00852377	-0.00852377	-659872
88.8	3760.64	4799.7	897.175	7.48202	8.96705	0	48.0106	91.6311	5.49769	69.8629	8.01923	2.67308	192.67	13.4676	7.79107	-0.00378983	-7.79106	0.0113947	0	0	0	0.0278706	-0.0230969	-0.0230969	-0.0230969	-1.03177e+06
89.1	3890.08	4964.62	904.098	7.48245	9.02011	0	49.6631	92.3381	5.6866	69.8669	8.01877	2.67292	206.134	13.4684	7.74569	0.0350415	-7.74424	-0.145366	0	0	0	-0.259253	-0.0154755	-0.0154755	-0.0154755	-807709
89.4	3882.86	4954.49	903.22	7.48385	9.16535	0	49.571	92.2484	5.67499	69.88	8.01727	2.67242	219.602	13.4709	7.62436	0.00121826	-7.62122	-0.21906	0	0	0	-0.00915882	-0.00694509	-0.00694509	-0.00694509	-568853
89.7	3714.58	4740.06	892.227	7.48337	9.13718	0	47.4226	91.1257	5.42937	69.8756	8.01778	2.67259	233.072	13.4701	7.64739	0.0785611	-7.64045	-0.316083	0	0	0	-0.589109	-0.00917044	-0.00917044	-0.00917044	50646
90	3499.36	4468.31	877.919	7.47855	9.21597	0	44.675	89.6643	5.11811	69.8305	8.02295	2.67432	246.542	13.4614	7.57712	0.0660298	-7.57368	-0.218501	0	0	0	-0.499511	0.0105982	0.0105982	0.0105982	876808
90.3	3771.34	4818.31	898.758	7.47433	9.09566	0	48.1472	91.7928	5.51901	69.7911	8.02748	2.67583	260.008	13.4538	7.67301	-0.114341	-7.67192	-0.0601207	0	0	0	0.853866	0.00319105	0.00319105	0.00319105	-260001
90.6	3805.78	4862.5	897.266	7.47404	9.12818	0	48.5869	91.6404	5.56962	69.7884	8.02779	2.67593	273.466	13.4533	7.64538	-0.339588	-7.63731	0.0895631	0	0	0	2.54594	-0.00860671	-0.00860671	-0.00860671	-19908.5
90.9	3912.94	4998.78	902.548	7.47499	9.21338	0	49.9549	92.1798	5.72572	69.7973	8.02677	2.67559	286.919	13.455	7.57564	-0.220031	-7.56717	0.282507	0	0	0	1.66552	-0.0121846	-0.0121846	-0.0121846	-1.50729e+06
